"","past_pts","window","seasonality","age_int","pts_int","pts_target","sex","reg_type","Variable","Estimate","Std_Error","z_stat","p_value","AME","MER","N"
"16.23","high","4 yr.","mnwk","no","no","9+","Female","LPM","month12",-8.36667666296033e-08,4.56185403102028e-07,-0.183405181447445,0.854480110767003,NA,NA,249294627
"16.24","high","4 yr.","mnwk","no","no","9+","Female","LPM","weekdayMonday",2.52655952072139e-07,3.58425306663228e-07,0.70490544996459,0.480869078984021,NA,NA,249294627
"16.25","high","4 yr.","mnwk","no","no","9+","Female","LPM","weekdayTuesday",1.25038797891912e-07,3.52620751985982e-07,0.354598523165996,0.722890382997339,NA,NA,249294627
"16.26","high","4 yr.","mnwk","no","no","9+","Female","LPM","weekdayWednesday",9.45429744532164e-08,3.51421910479494e-07,0.269029823223652,0.787906733035902,NA,NA,249294627
"16.27","high","4 yr.","mnwk","no","no","9+","Female","LPM","weekdayThursday",9.12958649835629e-07,3.8357517709685e-07,2.38012964432553,0.0173065487919209,NA,NA,249294627
"16.28","high","4 yr.","mnwk","no","no","9+","Female","LPM","weekdayFriday",7.1576455540398e-07,3.76266465206275e-07,1.9022810204773,0.0571344267367006,NA,NA,249294627
"16.29","high","4 yr.","mnwk","no","no","9+","Female","LPM","weekdaySaturday",3.64290020229626e-07,3.62584577278711e-07,1.00470357278766,0.315039608250638,NA,NA,249294627
"17","high","4 yr.","mnwk","no","no","all","Male","Logit","(Intercept)",-8.94261654666252,0.0938480112744317,-95.2882903454651,0,NA,NA,921131812
"17.1","high","4 yr.","mnwk","no","no","all","Male","Logit","policyTRUE",-0.373172575346679,0.00209151656212668,-178.42200348977,0,-38.3085064157823,-57.3555863797796,921131812
"17.2","high","4 yr.","mnwk","no","no","all","Male","Logit","age_grp16-19",1.14130119250387,0.093876613018722,12.1574602641049,5.23613612508667e-34,138.600118613804,133.785205588024,921131812
