"","(Intercept)","policyTRUE","age_grp20-24","age_grp25-34","age_grp35-44","age_grp45-54","age_grp55-64","age_grp65-199","curr_pts_reg1","curr_pts_reg2","curr_pts_reg3","curr_pts_reg4","curr_pts_reg5","curr_pts_reg6","curr_pts_reg7","curr_pts_reg8","curr_pts_reg9","curr_pts_reg10-150","month02","month03","month04","month05","month06","month07","month08","month09","month10","month11","month12","weekdayMonday","weekdayTuesday","weekdayWednesday","weekdayThursday","weekdayFriday","weekdaySaturday","policyTRUE:curr_pts_reg1","policyTRUE:curr_pts_reg2","policyTRUE:curr_pts_reg3","policyTRUE:curr_pts_reg4","policyTRUE:curr_pts_reg5","policyTRUE:curr_pts_reg6","policyTRUE:curr_pts_reg7","policyTRUE:curr_pts_reg8","policyTRUE:curr_pts_reg9","policyTRUE:curr_pts_reg10-150"
"(Intercept)",3.6927400756972e-12,-8.01124239212107e-14,-2.60534084173547e-12,-2.59747095816627e-12,-2.60373454211166e-12,-2.57877746285359e-12,-2.56250620371837e-12,-2.54887256908046e-12,-5.64927759188448e-14,-8.78548422471478e-14,-1.12596606318173e-13,-1.74564697587243e-13,-1.48858631797985e-13,-1.75980363620848e-13,-2.07007986077152e-13,-2.4158307297974e-13,-2.08062749135292e-13,-2.46145993516361e-13,-8.58800676018667e-13,-8.54930314943558e-13,-9.0410805117778e-13,-8.85493085316842e-13,-8.78408253466852e-13,-8.6462606879553e-13,-8.52618452295622e-13,-8.74654215586477e-13,-8.5457307671225e-13,-8.68906684275689e-13,-8.38691013349332e-13,-3.85560203600228e-13,-3.9376005997555e-13,-3.99228137162923e-13,-3.93407725064774e-13,-3.92634230331765e-13,-3.56421080783395e-13,5.53843343202861e-14,5.37159767473341e-14,4.56452900654898e-14,4.58876862856635e-14,4.67770535582048e-14,5.37267526038524e-14,2.31283030944823e-14,9.21438220605663e-14,-3.44665032502068e-14,-5.61739122131905e-14
"policyTRUE",-8.01124239212147e-14,2.99938917167739e-13,-6.96035573930258e-14,-8.15279676982957e-14,-6.8301290215744e-14,-8.8440663493499e-14,-9.5363639788731e-14,-9.7894913979873e-14,1.50272161413754e-13,1.50617194066089e-13,1.5083583763651e-13,1.49330017457831e-13,1.49161554845803e-13,1.4952949388986e-13,1.47494868334679e-13,1.47940078793587e-13,1.52325719643894e-13,1.47800805319953e-13,1.32139389591149e-14,1.82110705577486e-14,2.44922256427845e-14,1.77410157554249e-14,1.51609875211053e-14,1.20415356213155e-14,6.05174813356554e-15,1.22280375303315e-14,1.31232182126397e-14,6.86280763392596e-15,5.80515623314301e-15,1.43607855169183e-15,4.16803869394398e-16,1.81433404097218e-16,-1.12787429921848e-15,2.23447007050414e-15,1.71628561002914e-15,-3.02643638119977e-13,-3.02457311236067e-13,-3.03003719260257e-13,-3.03406204604453e-13,-3.02906702666308e-13,-3.03451460905452e-13,-3.03120005105397e-13,-3.031765383454e-13,-3.04196431307936e-13,-3.04996826930167e-13
"age_grp20-24",-2.60534084173547e-12,-6.96035573930282e-14,4.57204766087494e-12,2.61308612388932e-12,2.61402141061521e-12,2.6193764061158e-12,2.62358349123762e-12,2.62703217710547e-12,-8.84285123016851e-14,-9.30438280474451e-14,-8.01453553186575e-14,-1.00212596150215e-13,-1.01431649613646e-13,-8.81554113102299e-14,-1.90149410730815e-13,-1.67720611932758e-13,-9.37662167006167e-14,-3.25345546502476e-14,-4.86705825926753e-15,-8.17830481060746e-15,2.43431389728095e-14,2.06397555181275e-14,1.37085739999096e-14,1.88418288724064e-14,9.20773478211536e-15,1.02581723703236e-14,7.94990227348202e-15,4.9296000415999e-15,-4.47286664448943e-15,1.51451560297326e-14,1.1311544773561e-14,1.05722574801349e-14,9.11860927746484e-15,5.01509467617816e-15,-1.10709162671699e-15,1.99992910192277e-14,4.80553268922989e-14,4.28347850603638e-14,3.76012642260361e-14,-4.58523703958665e-15,-3.37448283452232e-14,4.95010973013618e-14,8.98387951418611e-15,1.05055108912773e-13,-1.1885823761183e-13
"age_grp25-34",-2.59747095816625e-12,-8.15279676982983e-14,2.61308612388931e-12,3.28609854868896e-12,2.61754925822793e-12,2.6204510260608e-12,2.62273133542055e-12,2.62443242552411e-12,-1.64030424710445e-13,-1.4104780122017e-13,-1.23362404844134e-13,-1.46105639769152e-13,-1.68776611147287e-13,-1.61545399764156e-13,-1.70655251149826e-13,-2.03808720636591e-13,-5.13423531643785e-14,-1.89810442448929e-13,-3.57302617758521e-15,-1.3680399245258e-14,2.53449878469699e-14,1.49144584607479e-14,9.81717125124284e-15,6.29926823581181e-15,-4.04713403782985e-15,6.23891283538237e-16,-7.95067673621495e-16,2.21521901158685e-15,1.61237252212301e-15,1.74011559667979e-14,2.34394582692099e-14,2.51934416225487e-14,2.35241647836112e-14,1.35079559832696e-14,2.97938087037476e-15,7.6750461011878e-14,8.00644687742691e-14,8.48181677086696e-14,7.17673306220515e-14,7.51126214236903e-14,5.73387132173237e-14,5.83683304290175e-14,6.30820357245631e-14,7.32822672642951e-14,1.07211065603064e-13
"age_grp35-44",-2.60373454211169e-12,-6.83012902157436e-14,2.61402141061523e-12,2.61754925822796e-12,3.19378846705102e-12,2.61890763058847e-12,2.6203415874988e-12,2.62136537554038e-12,-1.47962931279748e-13,-1.48350687962409e-13,-1.21320924542112e-13,-1.163214757043e-13,-1.68173380150213e-13,-1.72638894134765e-13,-1.36292191487206e-13,-2.04867596109834e-13,-6.52543112295538e-14,-1.68159712111287e-13,-6.75960976374509e-16,-1.3203541755702e-14,1.87919306329046e-14,1.19461743598637e-14,4.61819382923956e-15,-2.11537357859443e-15,-1.00564660734142e-14,-4.3139110449106e-15,-7.21462825094672e-15,2.00909355830973e-15,1.58953805461397e-15,2.19226873666177e-14,3.14424929060584e-14,3.53092818750369e-14,3.34657938110244e-14,2.01244197899857e-14,4.60940314376427e-15,5.11130273495302e-14,8.0287360372265e-14,7.40507086949719e-14,4.82770744092215e-14,6.98058038348466e-14,5.74907529406992e-14,2.78378208611786e-14,5.56392107934797e-14,8.74542592893714e-14,1.1650992079396e-13
"age_grp45-54",-2.57877746285357e-12,-8.8440663493502e-14,2.6193764061158e-12,2.6204510260608e-12,2.61890763058845e-12,2.97575851782423e-12,2.61913957531836e-12,2.61904543172698e-12,-1.4394175215586e-13,-1.36143163210719e-13,-1.1462180178899e-13,-1.21022607309551e-13,-1.35082566422857e-13,-1.6113577163744e-13,-9.96844399846331e-14,-1.62567203577781e-13,-5.67694154828409e-14,-1.5840098658936e-13,-8.31690858778779e-15,-2.17690418313996e-14,2.27064166747307e-14,1.52276954384753e-14,8.39143095221025e-15,8.05555013420281e-17,-7.5073621274861e-15,-7.60763443588634e-15,-1.21673574385291e-14,-4.72731276824732e-15,1.09671079208663e-14,9.83000818009647e-15,1.67064259260968e-14,1.84431560785772e-14,1.75361306243901e-14,8.71855931472935e-15,1.42837535005656e-15,7.36862746626334e-14,8.95020276761915e-14,9.43740850564671e-14,9.22113036055879e-14,6.75119075351478e-14,9.65440198937205e-14,3.86977202382404e-14,5.57683898888573e-14,1.07069289169841e-13,1.46753786245931e-13
"age_grp55-64",-2.56250620371835e-12,-9.53636397887326e-14,2.62358349123761e-12,2.62273133542055e-12,2.62034158749878e-12,2.61913957531836e-12,2.94378854312748e-12,2.61675868981774e-12,-1.31978147557375e-13,-1.26102207349912e-13,-1.09448727484376e-13,-1.02344828026911e-13,-1.23130140273062e-13,-1.28906012711628e-13,-8.68662064051643e-14,-1.43604727839301e-13,-8.71493697367936e-14,-9.68715142711735e-14,-1.54425834330235e-14,-2.84969873205591e-14,2.07249993992094e-14,1.27929747871713e-14,7.80628298727569e-15,-3.26856627453951e-16,-6.48704370267747e-15,-1.13435810982168e-14,-1.54308247239928e-14,-1.03119434468696e-14,1.85637559673304e-14,2.81311432099565e-15,5.07851160380503e-15,7.73952551392937e-15,7.1569023101815e-15,-1.25196220526583e-15,-1.51295755896679e-15,8.56816510759904e-14,1.06029218430036e-13,1.02922505818088e-13,1.09103880752037e-13,9.02800349591795e-14,7.94520488553639e-14,6.55899482477303e-14,1.01800597513625e-13,1.42341415885324e-13,1.32237683592064e-13
"age_grp65-199",-2.54887256908043e-12,-9.78949139798765e-14,2.62703217710545e-12,2.62443242552411e-12,2.62136537554034e-12,2.61904543172697e-12,2.61675868981774e-12,2.87751660874478e-12,-1.0531257019947e-13,-1.04923867477989e-13,-1.04680523763193e-13,-7.38467130896048e-14,-9.84996826050401e-14,-1.1564029325047e-13,-6.54835150897859e-14,-1.14997574838211e-13,-1.83159480767027e-13,-9.53872473500215e-14,-1.89921587788204e-14,-3.42929701563529e-14,1.95413984603543e-14,1.142792171898e-14,5.34862869811661e-15,1.08183936575144e-15,-4.36798950144673e-15,-1.44604457750543e-14,-1.83669204813503e-14,-1.34963088438015e-14,2.60372828748481e-14,-6.84017200580002e-15,-5.94670233851821e-15,-5.89476772925323e-15,-4.53268078788598e-15,-1.05757509207797e-14,-3.90659044518762e-15,7.86901423104763e-14,1.07474443382585e-13,1.07719017623296e-13,9.69529063301557e-14,9.19432189408057e-14,9.39771931767867e-14,7.41103374812916e-14,7.97879319516288e-14,1.54471325587625e-13,1.32913286417521e-13
"curr_pts_reg1",-5.64927759188436e-14,1.50272161413754e-13,-8.84285123016839e-14,-1.64030424710444e-13,-1.4796293127975e-13,-1.4394175215586e-13,-1.31978147557374e-13,-1.0531257019947e-13,3.22795170866358e-11,1.56898583456742e-13,1.53836812802906e-13,1.55676166894642e-13,1.5753143921676e-13,1.56299232915369e-13,1.58423527375458e-13,1.59129572899086e-13,1.37660019091282e-13,1.52889841449489e-13,-7.96019353214484e-15,2.35491621063061e-15,-1.00453643454912e-15,1.36223131350616e-14,2.6685009395524e-15,3.76836754750466e-17,4.40983620115176e-15,2.71353047005635e-14,2.39787600787285e-14,1.24329708622286e-14,-4.79273967752113e-14,3.58333971397479e-14,4.71916111358639e-14,4.94232811250451e-14,4.66343813023587e-14,2.8854642864852e-14,-2.72361395718469e-15,-3.22743862043845e-11,-1.51748186282244e-13,-1.52447423487072e-13,-1.50067918876729e-13,-1.52365498218886e-13,-1.51401685516011e-13,-1.52050771619895e-13,-1.52204263282262e-13,-1.49499448600327e-13,-1.5180625145128e-13
"curr_pts_reg2",-8.7854842247152e-14,1.50617194066089e-13,-9.30438280474405e-14,-1.41047801220167e-13,-1.48350687962407e-13,-1.36143163210712e-13,-1.26102207349908e-13,-1.04923867477985e-13,1.56898583456741e-13,7.21365388418438e-12,1.54125558914229e-13,1.55801936672011e-13,1.5800774338088e-13,1.57407560917464e-13,1.57944685596178e-13,1.59716098688017e-13,1.39081792202945e-13,1.56064225067265e-13,8.74817859238439e-15,2.99626060693828e-15,1.57184939642431e-14,1.9752532916845e-14,1.61767891823061e-14,1.21321148380423e-15,-6.99604468747361e-16,2.44397818935421e-14,2.33557330071458e-14,2.51803942597948e-14,-4.98556245040443e-14,6.14605934565815e-14,7.52233292968113e-14,8.07262084514774e-14,7.81217311770703e-14,5.17098297581242e-14,5.857511961658e-15,-1.51426788657422e-13,-7.20856614025111e-12,-1.52267456551045e-13,-1.50052364200404e-13,-1.52332711528059e-13,-1.51603073508802e-13,-1.5074325095482e-13,-1.51248762926721e-13,-1.48335906039737e-13,-1.52699292817255e-13
"curr_pts_reg3",-1.12596606318168e-13,1.50835837636509e-13,-8.0145355318658e-14,-1.23362404844135e-13,-1.21320924542113e-13,-1.14621801788991e-13,-1.09448727484378e-13,-1.04680523763196e-13,1.53836812802906e-13,1.54125558914228e-13,7.42363545525434e-12,1.52330007787123e-13,1.5421501629857e-13,1.53333690499895e-13,1.54467532241111e-13,1.55460880357503e-13,1.38107064524097e-13,1.50838925850866e-13,1.69878001323271e-14,1.30476098580266e-14,1.70218716861384e-14,2.98706261679755e-14,2.23476680301173e-14,9.50779269585553e-15,-6.82722136405836e-16,2.43692666490197e-14,2.31246729695848e-14,2.69531210705386e-14,-5.46437205307397e-14,6.25217670133126e-14,8.10388284984606e-14,9.31757026715867e-14,8.49353015358044e-14,5.52258923393562e-14,8.9425568906724e-15,-1.51056940445758e-13,-1.51856845743253e-13,-7.42418580523519e-12,-1.49968740770768e-13,-1.52266989382161e-13,-1.5124299429942e-13,-1.51428551158283e-13,-1.51480326867252e-13,-1.49473401260903e-13,-1.51402498955896e-13
"curr_pts_reg4",-1.74564697587253e-13,1.49330017457831e-13,-1.00212596150215e-13,-1.46105639769148e-13,-1.16321475704297e-13,-1.21022607309549e-13,-1.02344828026908e-13,-7.38467130896046e-14,1.55676166894642e-13,1.55801936672012e-13,1.52330007787124e-13,9.23360464012947e-11,1.57382013049408e-13,1.55247479715738e-13,1.61263997894788e-13,1.60488029145835e-13,1.32070649330899e-13,1.52970916970282e-13,2.98873825150715e-14,1.52723887240753e-14,3.34051971154718e-14,5.68262092297523e-14,3.26539308916054e-14,1.1584303692505e-14,8.65253911495763e-15,4.9747156518056e-14,7.73992593061937e-14,6.4038428602276e-14,-8.4774746596253e-14,1.25930091322314e-13,1.51770883304782e-13,1.5922941242951e-13,1.49382404833889e-13,1.03654307660461e-13,1.21242167408575e-14,-1.49014940901591e-13,-1.49585404132688e-13,-1.50112983247112e-13,-9.23274725720033e-11,-1.5000161701933e-13,-1.47493629340725e-13,-1.50538958599468e-13,-1.49031276169026e-13,-1.44491650430453e-13,-1.44425188543946e-13
"curr_pts_reg5",-1.48858631797993e-13,1.49161554845804e-13,-1.01431649613642e-13,-1.68776611147286e-13,-1.68173380150207e-13,-1.3508256642285e-13,-1.23130140273061e-13,-9.84996826050357e-14,1.5753143921676e-13,1.58007743380879e-13,1.54215016298571e-13,1.57382013049407e-13,6.290751916173e-11,1.57993344539744e-13,1.63308237405578e-13,1.63053017106406e-13,1.3386648078653e-13,1.55210312142011e-13,2.67382600644401e-14,1.39902055204596e-14,2.00540470038895e-14,5.10346095875916e-14,3.12405057616713e-14,1.88393962227529e-14,2.64799814804743e-16,5.49484335073189e-14,5.63242522252274e-14,5.30628268989632e-14,-1.07150531028872e-13,1.33932473638124e-13,1.44704004314486e-13,1.79476542436566e-13,1.53697908571182e-13,1.11172735618885e-13,1.05423561536462e-14,-1.49347367019153e-13,-1.50243320727676e-13,-1.50764175109518e-13,-1.47154748777863e-13,-6.28985041812083e-11,-1.48572591975247e-13,-1.50972218198248e-13,-1.49971785262894e-13,-1.453538188281e-13,-1.46838560708814e-13
"curr_pts_reg6",-1.75980363620862e-13,1.49529493889862e-13,-8.8155411310215e-14,-1.61545399764145e-13,-1.72638894134749e-13,-1.61135771637427e-13,-1.28906012711621e-13,-1.15640293250456e-13,1.5629923291537e-13,1.57407560917464e-13,1.53333690499897e-13,1.55247479715739e-13,1.57993344539747e-13,1.12440401209845e-10,1.59428473696382e-13,1.59903331193224e-13,1.31948330032185e-13,1.51350167535545e-13,3.70058389391153e-14,3.36746875011329e-14,4.68750657320707e-14,7.17058263555077e-14,5.45481436668597e-14,2.31170707600753e-14,5.9635561407732e-15,5.55211359465397e-14,4.42424217497915e-14,6.84323697366841e-14,-1.24212753927814e-13,1.62689423227799e-13,2.05051279194658e-13,2.27220687951621e-13,1.99331556823196e-13,1.16317870273505e-13,1.46919234841795e-14,-1.50035515549226e-13,-1.51508713423197e-13,-1.523253418117e-13,-1.48443379487992e-13,-1.52732942514244e-13,-1.12434945054474e-10,-1.5216431806072e-13,-1.51720550927093e-13,-1.47691689328678e-13,-1.49973646630992e-13
"curr_pts_reg7",-2.07007986077172e-13,1.47494868334679e-13,-1.90149410730806e-13,-1.70655251149822e-13,-1.36292191487201e-13,-9.96844399846255e-14,-8.68662064051577e-14,-6.5483515089783e-14,1.58423527375459e-13,1.57944685596179e-13,1.54467532241113e-13,1.61263997894789e-13,1.63308237405579e-13,1.59428473696385e-13,4.3904272773654e-10,1.69760108497062e-13,1.35171940791432e-13,1.61253812548677e-13,1.08333031547396e-14,-6.53613647151459e-16,-1.72963106875545e-15,7.25931878646572e-14,4.34209782642823e-14,-9.61707311665244e-15,3.16658417764379e-15,5.41280500738974e-14,3.76509236345495e-14,3.80988540553516e-14,-1.73968360556115e-13,1.91391859756759e-13,2.39840024161188e-13,2.36989878113383e-13,2.40094287312096e-13,1.62603205688429e-13,7.94910690446296e-15,-1.46101207172004e-13,-1.46542393930755e-13,-1.46688019347534e-13,-1.430605085478e-13,-1.46367996177324e-13,-1.41227460657756e-13,-4.39018204575703e-10,-1.44943890581332e-13,-1.39542490069253e-13,-1.33867999106167e-13
"curr_pts_reg8",-2.4158307297976e-13,1.4794007879359e-13,-1.67720611932746e-13,-2.03808720636577e-13,-2.0486759610982e-13,-1.62567203577768e-13,-1.43604727839291e-13,-1.14997574838196e-13,1.59129572899087e-13,1.59716098688016e-13,1.55460880357505e-13,1.60488029145842e-13,1.63053017106407e-13,1.59903331193224e-13,1.69760108497064e-13,4.48614450921809e-10,1.33337946962434e-13,1.56998052239544e-13,9.53757915531105e-14,5.62338828783123e-14,8.77620897316774e-14,9.60820286309591e-14,6.82916556759407e-14,5.1794444474019e-14,1.84252136557511e-14,8.25810891988918e-14,1.32914394953558e-13,8.06145477321605e-14,-1.21669556883806e-13,2.31424928888499e-13,2.88707341214166e-13,2.78993942431458e-13,2.91103617127957e-13,1.86614784951418e-13,5.0827753284243e-14,-1.48464172212943e-13,-1.49215384291291e-13,-1.49909400638807e-13,-1.45782340216446e-13,-1.49930795491623e-13,-1.46131469803803e-13,-1.51560741960208e-13,-4.48595804647693e-10,-1.4377261156474e-13,-1.41654165040596e-13
"curr_pts_reg9",-2.08062749135298e-13,1.52325719643893e-13,-9.37662167006106e-14,-5.13423531643701e-14,-6.5254311229548e-14,-5.67694154828295e-14,-8.71493697367864e-14,-1.83159480767023e-13,1.3766001909128e-13,1.39081792202945e-13,1.38107064524097e-13,1.32070649330898e-13,1.3386648078653e-13,1.31948330032184e-13,1.35171940791432e-13,1.3333794696243e-13,3.96849888418278e-10,1.2182818230748e-13,2.07063301143824e-14,6.23141413992909e-14,2.65906062856001e-14,4.36942792347064e-14,3.05587548386918e-14,-2.11468144641105e-14,-1.35813211083829e-15,2.75580594622377e-14,4.16174250007627e-14,4.13864061821799e-14,-1.54446141728182e-13,1.3440506707017e-13,1.84187975982124e-13,1.99293367909469e-13,2.0094701188414e-13,1.3078478265755e-13,-9.53370221181114e-16,-1.49551994709561e-13,-1.52369156780133e-13,-1.52369541544735e-13,-1.48073867050176e-13,-1.51475803224313e-13,-1.48160919360761e-13,-1.52523106638873e-13,-1.50049118826585e-13,-3.96876708552679e-10,-1.40674052047032e-13
"curr_pts_reg10-150",-2.46145993516414e-13,1.47800805319957e-13,-3.2534554650213e-14,-1.89810442448906e-13,-1.6815971211125e-13,-1.58400986589321e-13,-9.68715142711404e-14,-9.53872473499861e-14,1.52889841449489e-13,1.56064225067266e-13,1.5083892585087e-13,1.52970916970285e-13,1.55210312142012e-13,1.51350167535547e-13,1.61253812548681e-13,1.56998052239542e-13,1.21828182307483e-13,5.7952325153665e-10,6.1314410371249e-14,2.85419216029485e-14,3.96389565699681e-14,6.14373308881379e-14,1.13116892698754e-14,2.36786400598719e-14,6.21209445444491e-15,7.94332615647854e-14,8.62442600193771e-14,1.19051987562075e-13,-2.89734811696001e-13,2.2388514336672e-13,2.90973609092143e-13,3.54112895627801e-13,3.10099589058945e-13,1.86331822805243e-13,1.76326018944857e-14,-1.46783155520566e-13,-1.49404685331492e-13,-1.50950383836846e-13,-1.44757170631054e-13,-1.50992967512036e-13,-1.46809660548453e-13,-1.5453073638476e-13,-1.51293638425809e-13,-1.46065344979402e-13,-5.79525479711825e-10
"month02",-8.5880067601867e-13,1.3213938959115e-14,-4.86705825926569e-15,-3.57302617757655e-15,-6.75960976379657e-16,-8.31690858778078e-15,-1.54425834330167e-14,-1.89921587788104e-14,-7.96019353214396e-15,8.74817859238615e-15,1.69878001323305e-14,2.98873825150727e-14,2.67382600644413e-14,3.70058389391169e-14,1.08333031547406e-14,9.53757915531109e-14,2.07063301143847e-14,6.13144103712339e-14,1.99692243091874e-12,8.36080563232099e-13,8.36438859165288e-13,8.36065625672006e-13,8.3607812922839e-13,8.36111021888416e-13,8.36236206037996e-13,8.36124445998629e-13,8.35735713946466e-13,8.36165796386826e-13,8.35961510233091e-13,2.81505290033265e-14,2.83450627323483e-14,2.19703158028643e-14,2.07989498181444e-14,2.25366989483525e-14,1.51061456766171e-14,2.8027828543165e-14,1.68612967472933e-14,2.05199459498581e-14,3.8431188308273e-14,1.94101251150809e-14,3.95329414399925e-14,8.81218641376721e-14,-2.40360941092057e-15,5.9233764052712e-14,5.79534372127878e-14
"month03",-8.54930314943568e-13,1.82110705577484e-14,-8.17830481060224e-15,-1.36803992452463e-14,-1.32035417557036e-14,-2.17690418313897e-14,-2.84969873205487e-14,-3.42929701563394e-14,2.35491621063185e-15,2.9962606069383e-15,1.30476098580293e-14,1.52723887240756e-14,1.39902055204603e-14,3.36746875011335e-14,-6.53613647151001e-16,5.6233882878307e-14,6.23141413992909e-14,2.85419216029397e-14,8.36080563232101e-13,1.96640810909487e-12,8.3687224448717e-13,8.36134996113665e-13,8.36364049674636e-13,8.36440372550297e-13,8.36346693748698e-13,8.36611894935759e-13,8.35850870386749e-13,8.36409926830676e-13,8.36341651108186e-13,1.48540497378927e-14,2.98827833372748e-14,3.04617577681366e-14,3.51333624659829e-14,4.17270304354825e-14,1.27980399590723e-14,3.3850162970753e-14,3.60160081421071e-14,3.82425101954136e-14,6.67090444620865e-14,7.32661015578072e-14,6.80088352727867e-14,1.53814229162795e-13,6.85050058881186e-14,7.32932823765867e-14,1.12484732574455e-13
"month04",-9.04108051177784e-13,2.44922256427841e-14,2.4343138972811e-14,2.53449878469782e-14,1.87919306328995e-14,2.27064166747367e-14,2.07249993992161e-14,1.95413984603645e-14,-1.00453643455003e-15,1.57184939642449e-14,1.70218716861413e-14,3.34051971154709e-14,2.0054047003888e-14,4.6875065732071e-14,-1.7296310687601e-15,8.77620897316706e-14,2.65906062855983e-14,3.96389565699573e-14,8.36438859165288e-13,8.36872244487169e-13,1.99351966961571e-12,8.36380859881897e-13,8.36278603341759e-13,8.36423470574171e-13,8.36301756332206e-13,8.3671692339957e-13,8.36214096717002e-13,8.36765763733182e-13,8.3596985856689e-13,3.08374964729398e-14,2.76389141474491e-14,3.60054482490685e-14,3.5688996889207e-14,5.06807518232988e-14,2.00241922070713e-14,4.58424682638467e-14,2.58378527763416e-14,3.81011025798159e-14,6.22534503385439e-14,6.97740663362541e-14,7.75277670541022e-14,1.69432569957712e-13,7.06626629888174e-14,1.49855148280335e-13,1.69536607950325e-13
"month05",-8.85493085316858e-13,1.77410157554249e-14,2.06397555181357e-14,1.49144584607635e-14,1.1946174359866e-14,1.52276954384885e-14,1.2792974787185e-14,1.14279217189972e-14,1.36223131350619e-14,1.97525329168449e-14,2.98706261679772e-14,5.68262092297481e-14,5.10346095875906e-14,7.17058263555087e-14,7.25931878646542e-14,9.6082028630955e-14,4.36942792347059e-14,6.14373308881276e-14,8.36065625672009e-13,8.36134996113667e-13,8.363808598819e-13,1.98776606977875e-12,8.35957699062789e-13,8.36022108591094e-13,8.36111514515278e-13,8.36242997182122e-13,8.35916036437054e-13,8.36365665538738e-13,8.3567176696636e-13,2.75931801197718e-14,2.63841493921268e-14,2.37820447141701e-14,2.33694550006594e-14,3.56945087316665e-14,7.74038607791965e-15,2.06334398770354e-14,1.45197846884496e-14,2.01358426974042e-14,2.79585639106212e-14,3.66572573518815e-14,4.1150039783906e-14,5.54051087821812e-14,4.57265226081034e-14,1.04003542177131e-13,1.28287586989747e-13
"month06",-8.78408253466856e-13,1.5160987521104e-14,1.37085739999097e-14,9.8171712512509e-15,4.61819382923323e-15,8.39143095221547e-15,7.80628298728184e-15,5.34862869812568e-15,2.6685009395503e-15,1.61767891823045e-14,2.2347668030119e-14,3.26539308916013e-14,3.12405057616699e-14,5.45481436668597e-14,4.34209782642814e-14,6.82916556759316e-14,3.05587548386942e-14,1.13116892698553e-14,8.36078129228392e-13,8.36364049674636e-13,8.36278603341761e-13,8.35957699062787e-13,1.95174394283105e-12,8.36026041538557e-13,8.36079590945873e-13,8.36430298855813e-13,8.35715252790585e-13,8.36285935435088e-13,8.3544736711991e-13,2.20175560673189e-14,2.576745962693e-14,3.97385332810766e-14,2.95454373274075e-14,2.95630882115148e-14,1.29658761398118e-14,2.98003421692489e-14,1.17483785484374e-14,1.6911357842135e-14,3.57941824363422e-14,1.89622275660575e-14,4.56261658192983e-14,6.51711305831329e-14,2.37974917981244e-14,1.101734627005e-13,1.5993378663312e-13
"month07",-8.64626068795549e-13,1.20415356213154e-14,1.88418288724158e-14,6.29926823582833e-15,-2.11537357859182e-15,8.05555013562661e-17,-3.26856627438335e-16,1.08183936577031e-15,3.76836754768054e-17,1.2132114838037e-15,9.50779269585719e-15,1.15843036925023e-14,1.88393962227518e-14,2.31170707600724e-14,-9.61707311665435e-15,5.17944444740059e-14,-2.11468144641126e-14,2.36786400598592e-14,8.36111021888421e-13,8.36440372550301e-13,8.36423470574175e-13,8.36022108591096e-13,8.36026041538561e-13,1.82421659411082e-12,8.36099187331004e-13,8.36158545224372e-13,8.36032042708912e-13,8.36464996329078e-13,8.36001036723645e-13,1.53965592322616e-14,2.05258648130445e-14,2.1542133380634e-14,1.81692305029346e-14,3.52545981614984e-14,1.65359654209364e-14,1.53534286642975e-14,1.48226583603863e-14,1.32671387027783e-14,3.02060974413897e-14,4.84948286795366e-15,1.64242150669969e-14,6.44950235545654e-14,1.89305311517232e-14,8.68984667436404e-14,9.23703466079534e-14
"month08",-8.52618452295626e-13,6.05174813356516e-15,9.20773478211624e-15,-4.04713403782193e-15,-1.00564660734202e-14,-7.50736212748002e-15,-6.48704370267119e-15,-4.36798950143652e-15,4.40983620115174e-15,-6.99604468747135e-16,-6.82722136402255e-16,8.65253911495563e-15,2.64799814804909e-16,5.96355614077639e-15,3.16658417764182e-15,1.84252136557493e-14,-1.35813211083756e-15,6.21209445443564e-15,8.36236206037997e-13,8.36346693748698e-13,8.36301756332207e-13,8.36111514515275e-13,8.36079590945873e-13,8.36099187331001e-13,1.73631486058771e-12,8.36361981353539e-13,8.35946999421247e-13,8.36492311743817e-13,8.3570810255466e-13,2.31729115448208e-14,2.74331399725855e-14,2.24610918334063e-14,2.00238622502304e-14,2.81440450993732e-14,1.29902519372193e-14,1.27354107842827e-14,2.84074963678034e-15,6.64646960346099e-15,1.04355309970911e-14,-1.55387426744846e-15,3.33385766206143e-15,1.5391288932343e-14,-1.82363920945354e-15,1.9959068380638e-14,4.35211182897066e-14
