"","(Intercept)","policyTRUE","age_grp20-24","age_grp25-34","age_grp35-44","age_grp45-54","age_grp55-64","age_grp65-199","curr_pts_reg1","curr_pts_reg2","curr_pts_reg3","curr_pts_reg4","curr_pts_reg5","curr_pts_reg6","curr_pts_reg7","curr_pts_reg8","curr_pts_reg9","curr_pts_reg10-150","month02","month03","month04","month05","month06","month07","month08","month09","month10","month11","month12","weekdayMonday","weekdayTuesday","weekdayWednesday","weekdayThursday","weekdayFriday","weekdaySaturday","policyTRUE:age_grp20-24","policyTRUE:age_grp25-34","policyTRUE:age_grp35-44","policyTRUE:age_grp45-54","policyTRUE:age_grp55-64","policyTRUE:age_grp65-199","policyTRUE:curr_pts_reg1","policyTRUE:curr_pts_reg2","policyTRUE:curr_pts_reg3","policyTRUE:curr_pts_reg4","policyTRUE:curr_pts_reg5","policyTRUE:curr_pts_reg6","policyTRUE:curr_pts_reg7","policyTRUE:curr_pts_reg8","policyTRUE:curr_pts_reg9","policyTRUE:curr_pts_reg10-150"
"month10",-1.56484547151392e-12,3.35305426011746e-14,2.4777629596002e-14,3.05685635149133e-15,-1.37025169691315e-14,-9.76385147374288e-15,-4.25912669476793e-15,-4.79639766420511e-16,2.12514348556852e-14,2.97002913089337e-14,2.00942466523078e-14,6.0681782685413e-14,4.01194530675637e-14,5.66674282184909e-14,7.95377767912753e-14,6.62555744301934e-14,4.69419820375717e-14,1.16302732081107e-13,1.53384709558972e-12,1.53393075119675e-12,1.53450930307917e-12,1.53408840431398e-12,1.53363392166541e-12,1.5342417119032e-12,1.53413732019197e-12,1.53406211052704e-12,3.49622337513656e-12,1.53405376271796e-12,1.53401624695939e-12,2.76107166572202e-14,-2.65631548282891e-15,6.33975940394509e-15,5.66392006820579e-15,3.78945449794778e-14,4.65987948992411e-15,-2.31027967921479e-14,-1.86707059066585e-14,-6.85022717383081e-15,-1.03303908675728e-14,-1.95220229832433e-14,-2.7824568178467e-14,2.48282075686457e-14,9.06676341241083e-15,1.23145658755382e-14,1.62585194390014e-14,2.28294478194665e-14,1.70450878387959e-14,4.19286291934705e-14,4.47062887770671e-14,4.41859425728237e-14,5.41365108478045e-14
"month11",-1.58974017138122e-12,2.34795322525402e-14,1.89053579672184e-14,8.12988675687215e-15,4.89366028032795e-15,3.91695577180867e-15,6.99664392874057e-15,3.06708838728619e-15,3.75696057701675e-14,2.84386103650039e-14,2.20111576652672e-14,5.25401352463229e-14,4.11107029528704e-14,4.68900475325521e-14,7.39843946087251e-14,8.19724880672551e-14,5.69749806689402e-14,9.75073961800956e-14,1.53450853754159e-12,1.53484152823094e-12,1.53530480073219e-12,1.53473490601002e-12,1.5346964834364e-12,1.53500880380356e-12,1.53501072019549e-12,1.5348293318442e-12,1.53405376271795e-12,3.49386659036606e-12,1.53434943181347e-12,3.92835174668236e-14,4.14335878774794e-14,4.70272624102372e-14,1.77855459850693e-14,6.40020335164209e-14,2.63596264066367e-14,-1.56430745835972e-14,-1.68805212965145e-14,-1.40741178015211e-14,-1.33562109159513e-14,-1.91110590805454e-14,-1.83548220496825e-14,-4.68951903692659e-15,3.54815117122915e-15,7.5664014744075e-15,1.22823703823243e-14,1.97640398552782e-14,1.40221445746725e-14,1.98407557628871e-15,1.19636229391515e-14,3.5152307836679e-14,2.86348240218741e-14
"month12",-1.50821223105406e-12,-1.36622931940986e-14,-3.24360421505193e-14,-2.48608535793743e-14,-2.95734934854987e-14,-2.40144039092113e-14,-1.17543111378502e-14,5.76874128130817e-15,-3.93667414968887e-14,-5.26609698307465e-14,-6.05096121839949e-14,-9.55254745285982e-14,-1.17666379697656e-13,-1.2800348257763e-13,-1.58951731877274e-13,-1.91392046332565e-13,-1.82034620320103e-13,-2.58932565295271e-13,1.53438305400513e-12,1.53498388800026e-12,1.53416844918165e-12,1.53354267847713e-12,1.53329411327881e-12,1.53414606444255e-12,1.53385746374445e-12,1.53400362044651e-12,1.5340162469594e-12,1.53434943181348e-12,2.42195602777566e-12,3.76252869151027e-15,2.10196183616001e-15,-1.69312526348365e-14,2.31974504130338e-15,3.76129893767518e-14,2.06582124436193e-14,3.10563430332849e-14,2.87138308430036e-14,2.43095895548018e-14,3.12093857445423e-14,2.79740912762905e-14,2.2181240606806e-14,4.18825390674708e-15,1.60895643367399e-14,1.91467110129193e-14,2.97606340140888e-14,3.22769659891378e-14,2.87550626115321e-14,5.71475646430158e-14,6.94735421106699e-14,6.53454177659398e-14,1.24490884511347e-13
"weekdayMonday",-8.16851100669344e-13,4.88081554812275e-15,-4.53641131704038e-15,1.5559293163363e-14,3.1514123991926e-14,3.10498395833718e-14,3.15918043760611e-14,2.72474807636362e-14,3.85025177820975e-14,4.56971904483233e-14,5.02064697206222e-14,1.0565819539995e-13,9.93242319461496e-14,1.15206344228777e-13,1.40405220426061e-13,1.53180715663329e-13,1.38989853487454e-13,2.04888846745849e-13,3.99497401119713e-14,1.21109019309435e-14,3.86877932993565e-14,4.26908275383337e-14,3.21920247831295e-14,2.44881044861962e-14,3.58884214983291e-14,5.4578269735499e-14,2.76107166572179e-14,3.92835174668214e-14,3.76252869150762e-15,1.79748644554191e-12,7.4330562213305e-13,7.43341997853061e-13,7.43173635214349e-13,7.43095557571776e-13,7.43292532601139e-13,4.9921562749355e-15,-4.12167021987538e-16,7.10720354881876e-17,-5.32890048685366e-15,-5.82173623506784e-15,-9.48057154043279e-15,-1.4358985072877e-15,-4.27659561203941e-15,-3.9120150290061e-15,-1.71743034496018e-14,-2.07923682734985e-15,-8.25715287000252e-15,-8.65503485504437e-15,-2.30333264556419e-14,2.2893733973456e-14,-1.83397761937949e-14
"weekdayTuesday",-8.27822857654037e-13,8.74052205347669e-15,-2.06194879441956e-15,2.14262475394549e-14,4.36752079898848e-14,4.16225371007682e-14,3.82672043483693e-14,3.57908404381426e-14,3.58632779875444e-14,5.75136130877947e-14,6.5878225788545e-14,1.16063616914712e-13,1.22740218646199e-13,1.43116587793207e-13,1.73763879654754e-13,1.98582679529272e-13,1.79753701716795e-13,2.72009517571586e-13,3.76199622441729e-14,3.62963174281469e-14,3.29681453583779e-14,3.33363455630918e-14,3.46711558120433e-14,2.89723955731168e-14,4.33895647673598e-14,3.97856058559201e-14,-2.65631548282946e-15,4.14335878774788e-14,2.10196183615925e-15,7.43305622133052e-13,1.897140272002e-12,7.43693277868304e-13,7.43381873057004e-13,7.43504933123819e-13,7.43421342260419e-13,-3.83189563408741e-15,-5.93777514245032e-15,-5.54869532865426e-15,-1.21870447331092e-14,-1.08332716388475e-14,-1.87938224424997e-14,1.75380260599875e-14,-3.8745536061919e-15,-8.83927291192619e-16,-1.6001049554044e-15,6.5082300065267e-15,2.0062945752207e-15,1.6483924254952e-14,-1.12925485426754e-14,3.88214984685755e-14,-3.76702462066982e-14
"weekdayWednesday",-8.37255193159086e-13,1.35899037344786e-14,2.21838566069678e-15,2.66795568994132e-14,5.20967981968802e-14,5.12848266167995e-14,4.61048884460813e-14,4.09969022288431e-14,4.60610870978514e-14,6.46632668554526e-14,7.6598391797997e-14,1.39489083369226e-13,1.35739377314056e-13,1.65198235329485e-13,1.98888435195681e-13,2.26864645016761e-13,2.09746423735571e-13,2.777561833283e-13,3.05977520654511e-14,3.37713107913704e-14,4.06031252994665e-14,2.42715028719617e-14,5.15912502980405e-14,2.89260715539048e-14,3.38188512797896e-14,5.74957187285111e-14,6.33975940394574e-15,4.70272624102375e-14,-1.69312526348373e-14,7.43341997853065e-13,7.43693277868306e-13,1.95518470348741e-12,7.43576365221395e-13,7.43509505237243e-13,7.43445484133863e-13,-6.79555931905417e-15,-1.11534742997173e-14,-1.30748246179457e-14,-2.12071147993938e-14,-1.95405803591067e-14,-2.55112875786123e-14,2.76975275404524e-15,-2.33981577428015e-15,-3.92216227310235e-15,-9.23308998267418e-15,8.98692333395524e-16,-4.53914666452516e-15,-1.87732033619805e-14,-3.25566924156918e-14,2.35272291922956e-14,-1.27057924143553e-14
"weekdayThursday",-8.28084778107471e-13,7.93675878172041e-15,3.72666051129039e-15,2.28371923802331e-14,4.6268590984883e-14,4.68311755570937e-14,4.33611489156876e-14,3.47952191565195e-14,3.91250303551621e-14,5.94897180716139e-14,6.92127989858e-14,1.23354598686621e-13,1.24479334600134e-13,1.54936479191014e-13,2.04330192170691e-13,2.09906656168858e-13,1.97388768121911e-13,2.81177881275374e-13,2.90294338792963e-14,4.40446397484035e-14,4.28502257863393e-14,2.57422610104198e-14,3.54898102111438e-14,2.48218257282785e-14,3.07325965858223e-14,6.02438733433609e-14,5.663920068213e-15,1.77855459850777e-14,2.31974504131117e-15,7.43173635214357e-13,7.43381873057011e-13,7.435763652214e-13,1.90941607219492e-12,7.43588824801252e-13,7.43330300168046e-13,-9.24518847110802e-15,-8.00344561687035e-15,-8.43166336762001e-15,-1.66791635620444e-14,-1.6841267359334e-14,-1.73395434908071e-14,3.54309625874197e-15,-6.41109039398199e-15,-9.39399378991801e-15,-1.03992916106921e-14,-7.82032131796944e-15,-2.05678816711063e-14,-4.00681283608734e-14,-3.21208655947178e-14,2.17118073236801e-14,-5.03729643750111e-14
"weekdayFriday",-8.36569042689223e-13,1.71312899372594e-14,9.84361050122081e-15,1.94844706207849e-14,3.32814443146139e-14,3.37058108501496e-14,2.6112561568992e-14,1.56437031665235e-14,3.47434432558931e-14,4.43630490581845e-14,4.76329765304304e-14,9.60893310281945e-14,9.45429470164919e-14,1.08820152402898e-13,1.50311610375025e-13,1.46912261759291e-13,1.18808951897311e-13,2.00663597640856e-13,3.68704748664675e-14,6.01260935122707e-14,7.49555437235734e-14,5.32617746785434e-14,5.00417721073604e-14,5.79877903049748e-14,5.08142868151726e-14,6.5240538014145e-14,3.78945449794833e-14,6.40020335164266e-14,3.76129893767557e-14,7.43095557571779e-13,7.43504933123819e-13,7.43509505237244e-13,7.43588824801248e-13,1.83180271926699e-12,7.43622766425468e-13,-1.58418274242552e-14,-1.62918393523096e-14,-1.35167279455475e-14,-2.23869788088233e-14,-1.88898839080146e-14,-2.04263382994894e-14,5.07178980537516e-15,1.14131503605221e-15,1.98617093155593e-15,-3.46009201385258e-15,-3.46081041348184e-16,8.56997700164361e-16,-1.69872985822557e-14,-1.32713342559273e-14,4.74509178330459e-14,-8.09893760971798e-15
"weekdaySaturday",-7.66298207711595e-13,6.29832999489205e-15,4.20610816924565e-15,2.61543904781433e-15,2.12054323536059e-15,2.63237086111422e-15,-3.42387044541693e-15,-4.4500532103621e-15,6.85251352141491e-15,4.48396801452331e-15,9.76401830107382e-15,1.62301864331535e-14,1.45065249174487e-14,1.19138590531312e-14,3.43825331381811e-14,1.55354685096769e-14,1.98516830656424e-14,2.64497279518834e-14,2.54626917158634e-14,1.70472517510732e-14,2.91543506958947e-14,1.02164378279384e-14,2.11441812100086e-14,2.49921017492687e-14,2.55420928331743e-14,1.51898357384961e-14,4.65987948992064e-15,2.63596264066342e-14,2.06582124436151e-14,7.43292532601139e-13,7.43421342260415e-13,7.43445484133859e-13,7.43330300168037e-13,7.43622766425464e-13,1.55747261167114e-12,-7.41025654162044e-15,-4.41277064990237e-15,-2.92283417526306e-15,-6.62729665876978e-15,-5.13935242427231e-15,-6.66526715058385e-15,-4.73009529310756e-16,3.22453757411759e-15,-2.42329048170852e-16,1.90502441083635e-15,-5.36774042158542e-16,6.21610981133205e-15,-1.9923437693934e-14,-3.21192196619588e-15,1.84555082620829e-14,2.16616357740194e-14
"policyTRUE:age_grp20-24",2.17190943769309e-12,-7.75806830716974e-12,-8.54150692774716e-12,-2.02857997752788e-12,-2.08153082080637e-12,-2.10826977938155e-12,-2.12863812632714e-12,-2.15199492198761e-12,1.51489761525648e-13,1.49130849492183e-13,1.99584285157226e-13,4.0395847240496e-13,3.00655942638314e-13,3.30916223994495e-13,6.13931731114043e-13,4.97781787939609e-13,4.44322985396967e-13,9.03166339836263e-13,-8.96339598091307e-15,-2.48558774488456e-14,4.29175837301386e-14,2.71692546069127e-14,2.03523616038249e-15,-1.23750498983029e-14,-4.99147048920567e-15,-2.35290942494066e-14,-2.31027967921821e-14,-1.56430745835992e-14,3.10563430333143e-14,4.99215627494798e-15,-3.83189563409869e-15,-6.79555931907257e-15,-9.2451884710966e-15,-1.58418274242299e-14,-7.41025654164433e-15,2.01913745550162e-11,7.62851279493387e-12,7.71027359407901e-12,7.7327052144405e-12,7.74961852178227e-12,7.76827853621480e-12,-4.22232623407784e-13,-4.15170650482404e-13,-4.75360301057285e-13,-7.15692389744322e-13,-7.92758634200214e-13,-8.38980160022857e-13,-1.15995082472003e-12,-1.21632303405494e-12,-1.02138453507286e-12,-1.85984786832032e-12
