"","(Intercept)","policyTRUE","age_grp20-24","age_grp25-34","age_grp35-44","age_grp45-54","age_grp55-64","age_grp65-199","curr_pts_reg1","curr_pts_reg2","curr_pts_reg3","curr_pts_reg4","curr_pts_reg5","curr_pts_reg6","curr_pts_reg7","curr_pts_reg8","curr_pts_reg9","curr_pts_reg10-150","month02","month03","month04","month05","month06","month07","month08","month09","month10","month11","month12","weekdayMonday","weekdayTuesday","weekdayWednesday","weekdayThursday","weekdayFriday","weekdaySaturday","policyTRUE:curr_pts_reg1","policyTRUE:curr_pts_reg2","policyTRUE:curr_pts_reg3","policyTRUE:curr_pts_reg4","policyTRUE:curr_pts_reg5","policyTRUE:curr_pts_reg6","policyTRUE:curr_pts_reg7","policyTRUE:curr_pts_reg8","policyTRUE:curr_pts_reg9","policyTRUE:curr_pts_reg10-150"
"curr_pts_reg3",-1.22299388172117e-13,1.7298007076924e-13,-1.02964138012994e-13,-1.49145487758871e-13,-1.37012285963082e-13,-1.27420928967063e-13,-1.1989895796876e-13,-1.13507539487612e-13,1.77921843092918e-13,1.77990830814545e-13,7.44734153821941e-12,1.77047511281429e-13,1.78963693717439e-13,1.77748466389991e-13,1.80312732332204e-13,1.80841806539919e-13,1.61319508846221e-13,1.76282477189903e-13,1.70755318013155e-14,1.2610391829708e-14,1.81560335420297e-14,3.13667346256039e-14,2.35507374395077e-14,1.00748712283441e-14,-6.11201820171684e-16,2.44042346893638e-14,2.32286752491197e-14,2.7069653406237e-14,-5.5756083957332e-14,6.37793905591168e-14,8.26589468885194e-14,9.52387317329879e-14,8.67869446341272e-14,5.62458498771685e-14,9.08089739378574e-15,-1.73605491275566e-13,-1.74086472382447e-13,-7.44646029646517e-12,-1.7223991214843e-13,-1.74543408184135e-13,-1.73194406474097e-13,-1.74117769398214e-13,-1.73724317931118e-13,-1.71294182115489e-13,-1.73261625889984e-13
"curr_pts_reg4",-1.88273179966707e-13,1.71202246477696e-13,-1.28342207421739e-13,-1.75836629333642e-13,-1.3224264277475e-13,-1.33677934020118e-13,-1.11637175420592e-13,-8.03488476894299e-14,1.80873999792959e-13,1.80696086828658e-13,1.77047511281429e-13,9.23617865086524e-11,1.83496532790847e-13,1.80899808680827e-13,1.88975310506583e-13,1.87521409272321e-13,1.56114699006344e-13,1.8007796084685e-13,3.04557487926651e-14,1.44644748247081e-14,3.61381154137988e-14,6.04820455773249e-14,3.49023198952332e-14,1.26022505280181e-14,9.57656704974453e-15,5.14597830381402e-14,8.08519432388945e-14,6.63803290982434e-14,-8.74456024341942e-14,1.30900395528739e-13,1.57522819734433e-13,1.65133504214271e-13,1.54991050796744e-13,1.07488176733728e-13,1.24260216843384e-14,-1.71263703059406e-13,-1.71445231506139e-13,-1.72034215191022e-13,-9.23490036838786e-11,-1.71893024449557e-13,-1.68899319758365e-13,-1.73025989431608e-13,-1.70873297731376e-13,-1.65713434163003e-13,-1.6552420483042e-13
"curr_pts_reg5",-1.56713695343815e-13,1.71098062626714e-13,-1.32804757437556e-13,-2.04306073889229e-13,-1.9144560309588e-13,-1.52978600384666e-13,-1.3806156194004e-13,-1.10830617384543e-13,1.82762172337206e-13,1.82973301466892e-13,1.78963693717439e-13,1.83496532790847e-13,6.29334740142545e-11,1.83739004515358e-13,1.91002803471075e-13,1.901450436946e-13,1.57877333483819e-13,1.82309367904952e-13,2.71713853712806e-14,1.31929949174905e-14,2.18690441666014e-14,5.42749313677718e-14,3.33723173474863e-14,2.02784159776764e-14,6.70471541058338e-16,5.69975452597014e-14,5.85105358670485e-14,5.47382761576752e-14,-1.11214674250897e-13,1.39397707061848e-13,1.50029287197477e-13,1.86619729058251e-13,1.59571404600065e-13,1.15469765532474e-13,1.0747603958933e-14,-1.71791342890181e-13,-1.72314322764299e-13,-1.72916122559677e-13,-1.69249993981615e-13,-6.29204043077759e-11,-1.70249609798639e-13,-1.73658084263097e-13,-1.72061320937255e-13,-1.6684675560135e-13,-1.68374547025238e-13
"curr_pts_reg6",-1.84255600206934e-13,1.71542352554408e-13,-1.18950865495935e-13,-1.97020733844641e-13,-1.97408831062817e-13,-1.81781762394942e-13,-1.45404549319153e-13,-1.30171426559221e-13,1.8116103780263e-13,1.8206516563543e-13,1.77748466389992e-13,1.80899808680829e-13,1.83739004515357e-13,1.12465230945426e-10,1.86504421891025e-13,1.86444273206321e-13,1.555168817297e-13,1.77793872152364e-13,3.80993254639059e-14,3.41972335495876e-14,5.01775417627766e-14,7.60692770028684e-14,5.79967481398509e-14,2.47449854132698e-14,6.66210373475113e-15,5.75786282319333e-14,4.56902019252602e-14,7.10531332439976e-14,-1.29374347683966e-13,1.6993004856909e-13,2.14079648322116e-13,2.37298687262259e-13,2.08010286505766e-13,1.20946205478127e-13,1.5153626357899e-14,-1.72598836827515e-13,-1.73745978473641e-13,-1.74667392593728e-13,-1.7069885024684e-13,-1.75066972731242e-13,-1.12456365528144e-10,-1.74996909595413e-13,-1.74012016427236e-13,-1.69444706142591e-13,-1.71820666761474e-13
"curr_pts_reg7",-2.21424017700757e-13,1.69094874020028e-13,-2.31988118481791e-13,-2.0537070502407e-13,-1.54968728148627e-13,-1.12204009215051e-13,-9.62537189616502e-14,-7.26376412949609e-14,1.84851316057757e-13,1.83930485371071e-13,1.80312732332206e-13,1.88975310506585e-13,1.91002803471075e-13,1.86504421891026e-13,4.39071290009604e-10,1.9879156870437e-13,1.60679419092265e-13,1.90523477555996e-13,1.00730586852692e-14,-2.69455756351044e-15,-8.9092408459689e-16,7.7520522670433e-14,4.66544583732847e-14,-9.67405967200311e-15,3.98299191951327e-15,5.618782990989e-14,3.86742279554531e-14,3.87774368821273e-14,-1.81895411032555e-13,2.00236639333794e-13,2.50836558847641e-13,2.47510893507163e-13,2.5112114367241e-13,1.69937674449243e-13,7.97751532237781e-15,-1.68036576088951e-13,-1.6799898614416e-13,-1.68163983951523e-13,-1.64558035117187e-13,-1.67762096390932e-13,-1.61898168598217e-13,-4.39038993003125e-10,-1.6624306330361e-13,-1.60170415247949e-13,-1.53918141047096e-13
"curr_pts_reg8",-2.52024085330799e-13,1.6970181886618e-13,-2.10712228181012e-13,-2.46166512831347e-13,-2.33409266428442e-13,-1.84968455967162e-13,-1.62563500404157e-13,-1.31289422364108e-13,1.85056522991394e-13,1.85320209552891e-13,1.8084180653992e-13,1.87521409272325e-13,1.90145043694601e-13,1.86444273206323e-13,1.98791568704369e-13,4.48640814116952e-10,1.58061320010216e-13,1.85218770492839e-13,9.98541426009426e-14,5.78480076241385e-14,9.38624990076189e-14,1.02251654740184e-13,7.28501478733347e-14,5.53627316907648e-14,2.00403578636666e-14,8.6350946468448e-14,1.39828866530283e-13,8.40077173612201e-14,-1.26459702839784e-13,2.42743693810031e-13,3.0271202970435e-13,2.92103765630282e-13,3.0526587943893e-13,1.95439271807528e-13,5.34787949117475e-14,-1.70844895151228e-13,-1.7114227696872e-13,-1.71925376106882e-13,-1.67756995655582e-13,-1.71888975042741e-13,-1.67498144050565e-13,-1.74261808288346e-13,-4.48615842672078e-10,-1.65054022915084e-13,-1.6271066240474e-13
"curr_pts_reg9",-2.26646479164381e-13,1.74470431781272e-13,-1.21012131650918e-13,-6.98500699763464e-14,-7.48845803092648e-14,-6.22221465410077e-14,-9.23237264376251e-14,-1.92441165875351e-13,1.61126135441851e-13,1.6230287567296e-13,1.61319508846222e-13,1.56114699006345e-13,1.57877333483818e-13,1.55516881729702e-13,1.60679419092266e-13,1.58061320010216e-13,3.96870725221841e-10,1.46380733865074e-13,2.08060268771674e-14,6.4533478049883e-14,2.85922009855722e-14,4.62748329193644e-14,3.24473635299762e-14,-2.23711451829248e-14,-1.26809965430539e-15,2.77337473597306e-14,4.28199609876972e-14,4.23560267087371e-14,-1.61455159487454e-13,1.39940241020542e-13,1.91988962994115e-13,2.07719164836686e-13,2.097747566496e-13,1.36330105168621e-13,-1.43355801448012e-15,-1.71801215238162e-13,-1.74368774526566e-13,-1.74370858463458e-13,-1.69993805702676e-13,-1.73365341632456e-13,-1.69503700285935e-13,-1.75041074616305e-13,-1.71841821327371e-13,-3.96896153505287e-10,-1.61287970079351e-13
"curr_pts_reg10-150",-2.61221038997131e-13,1.69457317331856e-13,-6.68843856195975e-14,-2.29094033564359e-13,-1.89588977888915e-13,-1.75121218663152e-13,-1.08357102019863e-13,-1.05827119954028e-13,1.78822299387668e-13,1.81751415658019e-13,1.76282477189905e-13,1.8007796084686e-13,1.82309367904948e-13,1.77793872152372e-13,1.90523477556001e-13,1.85218770492837e-13,1.46380733865074e-13,5.79548198750928e-10,6.35019100790433e-14,2.80949321506311e-14,4.31927249835986e-14,6.57829027384931e-14,1.26409184961986e-14,2.57184240172921e-14,7.26221520771028e-15,8.30755678650318e-14,9.02383710448359e-14,1.24653464994603e-13,-3.04573624671786e-13,2.34625430804324e-13,3.05004036858627e-13,3.71693591975803e-13,3.25320979140161e-13,1.9505090671377e-13,1.82418856551513e-14,-1.68838156103584e-13,-1.71087631444698e-13,-1.72740365952057e-13,-1.66432690091452e-13,-1.72724032851468e-13,-1.67842172209519e-13,-1.77215178109129e-13,-1.73046235058301e-13,-1.67133221303478e-13,-5.79543033545492e-10
"month02",-9.64376157313559e-13,1.50388750987036e-14,-7.30505319860801e-15,-5.84520655972587e-15,-3.25702948872377e-15,-1.18545480281464e-14,-1.98693280236806e-14,-2.38955751273156e-14,-9.3974243725242e-15,8.26589719844667e-15,1.70755318013162e-14,3.04557487926687e-14,2.7171385371282e-14,3.80993254639064e-14,1.00730586852727e-14,9.98541426009419e-14,2.08060268771671e-14,6.35019100790397e-14,2.24818882603353e-12,9.41293289961417e-13,9.41684262117369e-13,9.41266073006137e-13,9.41281216914025e-13,9.4131901575953e-13,9.41460427799359e-13,9.41337184551361e-13,9.40900802383222e-13,9.41386727991206e-13,9.41153769194954e-13,3.16935905845603e-14,3.19131072517533e-14,2.4737198877138e-14,2.34190313892389e-14,2.53749993809422e-14,1.70075279232458e-14,2.86840130075768e-14,1.70402030635677e-14,2.0883995039735e-14,4.00210931791844e-14,1.98943965041751e-14,4.11710002186005e-14,9.29594755536865e-14,-3.13586407906632e-15,6.20265039528538e-14,6.09283648634412e-14
"month03",-9.5820100942968e-13,2.07579267482081e-14,-1.24406106777515e-14,-1.87888364842321e-14,-1.91292235964998e-14,-2.87982171007895e-14,-3.64056476095249e-14,-4.29672905757625e-14,1.22588956096416e-15,1.81300947598755e-15,1.26103918297087e-14,1.44644748247154e-14,1.3192994917489e-14,3.41972335495886e-14,-2.69455756351017e-15,5.7848007624137e-14,6.45334780498795e-14,2.80949321506383e-14,9.41293289961412e-13,2.21382648433424e-12,9.4217080105165e-13,9.4134360097882e-13,9.41602725240531e-13,9.41689278754238e-13,9.41584022158412e-13,9.41887183102061e-13,9.41031859923449e-13,9.4166355390536e-13,9.41579754306997e-13,1.67266453721661e-14,3.36469233357447e-14,3.43003147662489e-14,3.95608217627464e-14,4.69825714677179e-14,1.44102278137194e-14,3.41980275348757e-14,3.68551498138031e-14,3.91284053028535e-14,6.95386486597658e-14,7.66096201844364e-14,7.08402034533992e-14,1.62300520451842e-13,7.166367556215e-14,7.63811543796138e-14,1.18345485849562e-13
"month04",-1.01777833609303e-12,2.81125795447977e-14,2.76122063889183e-14,2.87430667408977e-14,2.07783020427193e-14,2.51257152205326e-14,2.28978142678239e-14,2.15522610659564e-14,-9.74531381860314e-16,1.70527518073821e-14,1.81560335420276e-14,3.61381154138022e-14,2.18690441665978e-14,5.01775417627773e-14,-8.90924084595822e-16,9.38624990076122e-14,2.85922009855652e-14,4.31927249836046e-14,9.41684262117362e-13,9.42170801051648e-13,2.24441540523041e-12,9.41624441482184e-13,9.41512354372202e-13,9.41677310529735e-13,9.41542855198743e-13,9.41996200554741e-13,9.41431444554256e-13,9.4204991671017e-13,9.41184115893816e-13,3.46933005152154e-14,3.10852684866732e-14,4.05005783027755e-14,4.01482479435923e-14,5.7036551677993e-14,2.25405234951302e-14,4.6734668028327e-14,2.4872193366093e-14,3.78352829563005e-14,6.32897673574667e-14,7.08826298502291e-14,7.95077874274677e-14,1.76434482112263e-13,7.17407514516493e-14,1.56274046807472e-13,1.76684202003911e-13
"month05",-9.95770925323469e-13,2.04408251763559e-14,2.26148946466774e-14,1.60310866052936e-14,1.20731538025915e-14,1.57015960269204e-14,1.29570839982662e-14,1.13994444390575e-14,1.40764530833283e-14,2.08634207293698e-14,3.13667346256047e-14,6.04820455773261e-14,5.42749313677716e-14,7.60692770028749e-14,7.75205226704348e-14,1.02251654740179e-13,4.62748329193624e-14,6.57829027384996e-14,9.41266073006139e-13,9.41343600978827e-13,9.41624441482192e-13,2.23792784518339e-12,9.4115039484887e-13,9.4122457722989e-13,9.41327407782422e-13,9.41463854445643e-13,9.410972221204e-13,9.41601137853206e-13,9.40846197771145e-13,3.10448258985363e-14,2.96776234833556e-14,2.67461988144533e-14,2.62838630506588e-14,4.01673745117606e-14,8.71143578156004e-15,2.04553040410358e-14,1.33221888120842e-14,1.92226096457375e-14,2.73587737084334e-14,3.62120310359963e-14,4.13277721063931e-14,5.58454716090084e-14,4.56314364852302e-14,1.08054189468369e-13,1.33285539853167e-13
"month06",-9.87650341126042e-13,1.74872313149338e-14,1.45432418551593e-14,1.00634821188374e-14,3.72039033763905e-15,7.90194279997472e-15,7.22520698214876e-15,4.45831040467825e-15,2.58959445863311e-15,1.71836106916484e-14,2.35507374395074e-14,3.49023198952325e-14,3.33723173474857e-14,5.79967481398533e-14,4.66544583732845e-14,7.28501478733292e-14,3.2447363529971e-14,1.26409184962008e-14,9.41281216914016e-13,9.41602725240525e-13,9.415123543722e-13,9.41150394848858e-13,2.19737460158783e-12,9.41230698149158e-13,9.41292497803821e-13,9.41677266503252e-13,9.40873376203209e-13,9.41513369175432e-13,9.40591707306603e-13,2.47688726030947e-14,2.89856553490327e-14,4.47129633149036e-14,3.32406786705625e-14,3.32684372789472e-14,1.4595362630019e-14,3.03690268431913e-14,1.06178692497851e-14,1.60309814016847e-14,3.59384127158539e-14,1.7731561248828e-14,4.63073721914067e-14,6.64579760480925e-14,2.26453060906894e-14,1.14836824668259e-13,1.67076790759256e-13
"month07",-9.72198559774173e-13,1.39059900895093e-14,2.0475289264729e-14,6.07808912594739e-15,-3.7368397008022e-15,-1.30380905939833e-15,-1.77320823171679e-15,-2.22937422400615e-16,-6.19591190512307e-17,1.43385093892868e-15,1.00748712283444e-14,1.26022505280189e-14,2.02784159776775e-14,2.47449854132704e-14,-9.67405967200077e-15,5.53627316907645e-14,-2.23711451829265e-14,2.57184240173031e-14,9.41319015759527e-13,9.41689278754239e-13,9.41677310529739e-13,9.41224577229885e-13,9.41230698149164e-13,2.05379679810749e-12,9.41314970484899e-13,9.4137298464521e-13,9.41231311838264e-13,9.41716310659869e-13,9.4121326632574e-13,1.73182456291689e-14,2.3087584109204e-14,2.42293113139413e-14,2.04344479673104e-14,3.96763286591924e-14,1.86146880493743e-14,1.52996289504104e-14,1.41940622098401e-14,1.24887066327176e-14,3.03247037533215e-14,3.15872271728916e-15,1.56518120073026e-14,6.62026754542387e-14,1.78771998246793e-14,9.04962288176687e-14,9.57417389778125e-14
"month08",-9.58471803589101e-13,7.04613402219946e-15,9.24133706686884e-15,-5.96521853130663e-15,-1.28487335936499e-14,-1.00044519357307e-14,-8.86671733157402e-15,-6.50874700811358e-15,4.72916036419274e-15,-4.97029735471556e-16,-6.11201820171972e-16,9.57656704974764e-15,6.70471541056661e-16,6.66210373475598e-15,3.98299191951402e-15,2.00403578636686e-14,-1.26809965431134e-15,7.26221520771244e-15,9.41460427799354e-13,9.41584022158412e-13,9.41542855198746e-13,9.41327407782417e-13,9.41292497803827e-13,9.41314970484898e-13,1.95483205685911e-12,9.41603654275672e-13,9.41136720058569e-13,9.41748253923371e-13,9.40881790408326e-13,2.60752002231139e-14,3.08685066174833e-14,2.52696892511467e-14,2.25278030057621e-14,3.16747537550535e-14,1.4623280100834e-14,1.29770132359804e-14,2.03722028370365e-15,6.0262227680677e-15,9.92089776663537e-15,-3.01415990427199e-15,2.33655643039898e-15,1.4742478394442e-14,-3.48557029237931e-15,2.00863479097594e-14,4.45438407736244e-14
"month09",-9.80873162169195e-13,1.41306066117578e-14,8.88696623720162e-15,-2.19303290158049e-15,-8.75325416924307e-15,-1.25163437063572e-14,-1.67682941265853e-14,-2.0328962061025e-14,2.72291817670637e-14,2.45963400403033e-14,2.44042346893635e-14,5.14597830381427e-14,5.69975452596969e-14,5.75786282319357e-14,5.61878299098888e-14,8.63509464684471e-14,2.77337473597263e-14,8.30755678650368e-14,9.41337184551352e-13,9.41887183102058e-13,9.41996200554741e-13,9.41463854445634e-13,9.41677266503255e-13,9.41372984645205e-13,9.4160365427567e-13,2.36380437987148e-12,9.41080636033442e-13,9.41783392863435e-13,9.41053251693761e-13,4.08199145172928e-14,4.17692148458316e-14,5.69795422402871e-14,5.13748198695125e-14,4.99646599260927e-14,8.37513719129107e-15,1.22444261825544e-14,1.06937049265389e-14,2.03615329982305e-14,2.44880141552760e-14,1.578340449037e-14,4.42908419786092e-14,1.05329364447687e-13,6.51919703677685e-14,1.10783125960285e-13,1.41633799261834e-13
"month10",-9.58329777025323e-13,1.51164081856115e-14,6.30278012244045e-15,-3.75832519675757e-15,-1.19297700909384e-14,-1.75420843286455e-14,-2.12666837129115e-14,-2.4624060487136e-14,2.40354212244644e-14,2.3556538389617e-14,2.3228675249118e-14,8.08519432388958e-14,5.8510535867046e-14,4.56902019252606e-14,3.86742279554541e-14,1.3982886653028e-13,4.28199609876898e-14,9.02383710448412e-14,9.40900802383214e-13,9.41031859923448e-13,9.41431444554254e-13,9.41097222120392e-13,9.40873376203213e-13,9.4123131183826e-13,9.41136720058565e-13,9.41080636033442e-13,2.28384810435728e-12,9.41057019110005e-13,9.41182697395207e-13,2.55995494932681e-14,8.09665728224199e-15,1.75241176802089e-14,1.62931279505968e-14,3.40895835899982e-14,7.90036854756417e-15,1.03824174576612e-14,1.3266183571772e-14,1.86128882461616e-14,2.99630518278681e-14,9.91772211242292e-15,4.89773186372104e-14,6.56873178442803e-14,2.25693103550449e-14,7.1080076099852e-14,7.32624981007884e-14
"month11",-9.75172745119546e-13,7.94818576801361e-15,3.46403420553446e-15,3.23595538447545e-16,-8.29975390392188e-16,-8.42700912663698e-15,-1.47356876808319e-14,-1.83671345186615e-14,1.15979905264821e-14,2.52244785802651e-14,2.70696534062384e-14,6.63803290982411e-14,5.47382761576724e-14,7.10531332440015e-14,3.87774368821312e-14,8.40077173612144e-14,4.23560267087316e-14,1.24653464994602e-13,9.41386727991198e-13,9.41663553905357e-13,9.42049916710169e-13,9.41601137853196e-13,9.41513369175435e-13,9.41716310659864e-13,9.41748253923368e-13,9.41783392863435e-13,9.41057019110004e-13,2.29515738549228e-12,9.41209596957171e-13,3.99825253953183e-14,3.71115490476287e-14,4.38596753438176e-14,2.0775889306548e-14,5.18590033676381e-14,2.04679541311368e-14,1.39964055851136e-14,2.93995750433917e-15,6.16805350724034e-15,2.32235905831037e-14,1.33141486179492e-14,7.58934391317682e-15,5.7751518349885e-14,3.52710791763828e-14,6.7685607687389e-14,2.16559853767633e-14
"month12",-9.47748499009222e-13,6.55346381921507e-15,-2.76088420616657e-15,4.2347229976626e-15,5.18886975545185e-15,1.57373302550604e-14,2.42975050015361e-14,3.27154247198343e-14,-4.86045796116837e-14,-5.0651103993294e-14,-5.57560839573305e-14,-8.74456024341901e-14,-1.11214674250893e-13,-1.29374347683962e-13,-1.81895411032552e-13,-1.26459702839786e-13,-1.61455159487457e-13,-3.04573624671775e-13,9.41153769194955e-13,9.41579754307003e-13,9.41184115893824e-13,9.40846197771146e-13,9.40591707306614e-13,9.41213266325746e-13,9.40881790408331e-13,9.4105325169377e-13,9.41182697395214e-13,9.41209596957181e-13,1.4785730279335e-12,-2.20736944651769e-15,-7.41787464326647e-15,-1.7807719329693e-14,-7.6902904125841e-15,2.02095252218749e-14,1.24536095510287e-14,1.93356055657045e-14,1.43491100834971e-14,2.34710992818439e-14,2.63641109016754e-14,3.21768275373023e-14,3.98638423320474e-14,8.85261626976195e-14,-8.56407950217581e-15,7.69898939621321e-14,1.5376637548894e-13
