"","(Intercept)","policyTRUE","age_grp20-24","age_grp25-34","age_grp35-44","age_grp45-54","age_grp55-64","age_grp65-199","curr_pts_reg1","curr_pts_reg2","curr_pts_reg3","curr_pts_reg4","curr_pts_reg5","curr_pts_reg6","curr_pts_reg7","curr_pts_reg8","curr_pts_reg9","curr_pts_reg10-150","month02","month03","month04","month05","month06","month07","month08","month09","month10","month11","month12","weekdayMonday","weekdayTuesday","weekdayWednesday","weekdayThursday","weekdayFriday","weekdaySaturday","policyTRUE:age_grp20-24","policyTRUE:age_grp25-34","policyTRUE:age_grp35-44","policyTRUE:age_grp45-54","policyTRUE:age_grp55-64","policyTRUE:age_grp65-199","policyTRUE:curr_pts_reg1","policyTRUE:curr_pts_reg2","policyTRUE:curr_pts_reg3","policyTRUE:curr_pts_reg4","policyTRUE:curr_pts_reg5","policyTRUE:curr_pts_reg6","policyTRUE:curr_pts_reg7","policyTRUE:curr_pts_reg8","policyTRUE:curr_pts_reg9","policyTRUE:curr_pts_reg10-150"
"policyTRUE:age_grp35-44",3.31827202975997e-12,-1.31432612079278e-11,-3.24173891568131e-12,-3.25805653892625e-12,-4.43936332724176e-12,-3.26852157777157e-12,-3.27609360312812e-12,-3.28104743459932e-12,2.41494594209708e-13,2.31780394872614e-13,1.75677619826337e-13,1.61427956258446e-13,2.66025959741285e-13,2.76274999306216e-13,1.94470053675039e-13,3.50525153082265e-13,4.54454419685917e-14,2.66978180009809e-13,-2.07032829821692e-14,-4.37410268478011e-14,1.23896020227556e-14,-5.58845790372779e-15,-1.55740513171498e-14,4.66286773621522e-16,-1.52754516533283e-14,-2.83215930109651e-14,-1.75407940394805e-14,-2.661661524292e-14,3.47415277260037e-14,-3.37022845613188e-14,-4.01254179677622e-14,-4.71234576286309e-14,-3.66683053036835e-14,-2.94399994595492e-14,-7.60353002133095e-15,1.31132041931314e-11,1.31296643974713e-11,1.56823430023748e-11,1.31380102355958e-11,1.31440915592345e-11,1.31478186362413e-11,-3.8845399763764e-13,-3.51066399551003e-13,-2.21380731946363e-13,-2.56258945289822e-13,-4.52150480366296e-13,-4.87845952204566e-13,-3.8444034275359e-13,-6.45039250458096e-13,7.65058964997508e-14,-2.65136722923301e-13
"policyTRUE:age_grp45-54",3.32628215799562e-12,-1.31285987528601e-11,-3.25555882910497e-12,-3.26772620784803e-12,-3.26858642543741e-12,-4.08668860057763e-12,-3.27738890723272e-12,-3.27984928559418e-12,2.32741233009336e-13,2.06746949197474e-13,1.60924017014168e-13,1.70330457004288e-13,1.96810515425515e-13,2.53080954415769e-13,1.16119216597752e-13,2.61989693836948e-13,2.21454715946899e-14,2.45137692198315e-13,-2.43538969691416e-14,-5.33351079596282e-14,-2.57168865439435e-15,-1.55709090621733e-14,-2.4988298230101e-14,-7.66205241076015e-15,-1.79247269342045e-14,-3.72875933837528e-14,-3.02324316671219e-14,-2.96944839453888e-14,3.61798369892134e-14,-3.66229037213433e-14,-4.71957070318707e-14,-5.51527569939896e-14,-4.43713373267589e-14,-3.30257394841085e-14,-8.51175220130688e-15,1.31330653418883e-11,1.31389709384707e-11,1.31380102355952e-11,1.4710596552879e-11,1.31364776004439e-11,1.31350424888697e-11,-3.09242580544206e-13,-2.65735670199696e-13,-1.35290920752137e-13,-1.64566176947383e-13,-2.99701088047576e-13,-3.40130296163463e-13,-1.85895005110738e-13,-4.47035206133662e-13,1.73118806572262e-13,-1.43502004191045e-13
"policyTRUE:age_grp55-64",3.32716482117911e-12,-1.31155404552669e-11,-3.26845999076667e-12,-3.27651550228817e-12,-3.27619516519401e-12,-3.27740278943163e-12,-4.06547737504236e-12,-3.27852777281895e-12,2.01574828351238e-13,1.79653762951408e-13,1.44274344975049e-13,1.2325808741761e-13,1.64100172794658e-13,1.76645717455235e-13,8.01163490361575e-14,2.13338756874546e-13,8.10970428248351e-14,1.05700767576443e-13,-2.87354429513892e-14,-5.98918579546402e-14,-6.6603275839445e-15,-2.03338428479581e-14,-2.75571294744e-14,-1.18570026135617e-14,-2.01464332252389e-14,-4.04568598591258e-14,-3.49044728337136e-14,-2.87213045031731e-14,3.49759792715109e-14,-3.77700796693385e-14,-4.79248222393868e-14,-5.72563148984723e-14,-4.24575165854259e-14,-3.74757192270194e-14,-1.01312921735559e-14,1.31497998910298e-11,1.314730756678e-11,1.31440915592342e-11,1.31364776004442e-11,1.45749873938377e-11,1.3124796140944e-11,-2.2592818495557e-13,-1.80754491569575e-13,-8.77726448219315e-14,-4.22437486022063e-14,-1.93266725016314e-13,-2.30625134145662e-13,-6.68935172000031e-14,-2.63603158418729e-13,1.24513414937789e-13,9.21194464949103e-14
"policyTRUE:age_grp65-199",3.32906249895917e-12,-1.31027560537402e-11,-3.27836746152385e-12,-3.28229281290546e-12,-3.28115523635699e-12,-3.27987022980835e-12,-3.2785462711241e-12,-3.94746581310454e-12,1.36668842198849e-13,1.26991508072657e-13,1.2930008722511e-13,5.46426065712958e-14,1.03971621719375e-13,1.42059739336461e-13,2.73307767165792e-14,1.44411555166676e-13,2.94192690504669e-13,9.72732032940716e-14,-3.33479464488069e-14,-6.26687131742152e-14,-1.67846367751568e-14,-2.51756931755673e-14,-3.25704494021789e-14,-1.74927654125685e-14,-2.36112506827258e-14,-4.7262045658471e-14,-4.05281427565822e-14,-3.1909843250764e-14,3.06118322648634e-14,-3.83992384328714e-14,-5.06215695299008e-14,-5.74304502041584e-14,-4.36222248827232e-14,-3.56309437198337e-14,-8.87445498111181e-15,1.31630147427306e-11,1.31527567322339e-11,1.31478186362406e-11,1.31350424888696e-11,1.31247961409436e-11,1.42896528577589e-11,-1.21324789790957e-13,-8.24664629726408e-14,-5.28465568048468e-14,5.84413336453992e-14,-8.09787507815195e-14,-1.40761672568205e-13,4.44227114367384e-14,-1.83058761600946e-13,-2.54983552647105e-13,1.02877892260015e-13
"policyTRUE:curr_pts_reg1",-5.02238633737081e-14,-9.41796603012222e-14,1.33803889425545e-13,3.00879637592566e-13,2.41213027030462e-13,2.32615211517746e-13,2.01471783268804e-13,1.3664152046735e-13,-3.23103175543025e-11,-1.87146210060685e-13,-1.80700678192481e-13,-1.86109368419178e-13,-1.89496251225449e-13,-1.85848719082599e-13,-1.9278180449922e-13,-1.93482057990446e-13,-1.45592356883292e-13,-1.80565777049032e-13,2.70032447493167e-14,3.16997419138965e-14,4.25918255509207e-14,1.7607931677052e-14,2.80949660923746e-14,1.33555097193656e-14,1.18644955364016e-14,1.06644202748928e-14,8.26814990800077e-15,1.32933805296261e-14,1.83660844508969e-14,1.21344619788228e-14,1.28091639099157e-14,8.07266168777757e-16,2.5864509836324e-15,1.48935738242278e-14,1.18475742306048e-14,-2.47886519588607e-13,-4.42194841906795e-13,-3.88453997637661e-13,-3.092425805442e-13,-2.25928184955603e-13,-1.21324789790958e-13,5.79661150209358e-11,3.80490826924618e-13,3.68293534731051e-13,3.87865541785954e-13,3.88856577056902e-13,3.84229300502389e-13,4.00313781455669e-13,3.99457098897873e-13,3.13007500722868e-13,3.85466168903359e-13
"policyTRUE:curr_pts_reg2",-9.01067355983766e-15,-1.37440928170726e-13,1.32685920887934e-13,2.39646080375214e-13,2.31212444436687e-13,2.06159793923587e-13,1.79038823246837e-13,1.26416129233797e-13,-1.87465592984878e-13,-7.24317665056277e-12,-1.80588430488161e-13,-1.85554231539184e-13,-1.89677732901347e-13,-1.87457137811198e-13,-1.90926921777264e-13,-1.93861357576184e-13,-1.47841346718009e-13,-1.86505499680491e-13,1.55580091424998e-14,3.48031470955289e-14,2.10456447395108e-14,1.08226208784931e-14,8.64844804107474e-15,1.23695994843448e-14,1.12990413844508e-15,9.39201780756912e-15,1.13181253311539e-14,2.44980037764037e-15,1.32171542363742e-14,-1.10773845393932e-14,-3.66463298767705e-15,-7.65728128376593e-15,-1.28378792792971e-14,-1.35083614537223e-15,2.18604433185633e-15,-2.28669037905111e-13,-3.58361649057257e-13,-3.51066399551014e-13,-2.65735670199681e-13,-1.80754491569571e-13,-8.24664629726389e-14,3.80490826924616e-13,1.27217861369047e-11,3.68790373840655e-13,3.88198186971723e-13,3.90308715340022e-13,3.86854016134981e-13,3.99959615942589e-13,4.01665105255417e-13,3.13682229588527e-13,3.92250739753984e-13
"policyTRUE:curr_pts_reg3",1.72589730129454e-14,-2.35887280001871e-13,1.06487785618635e-13,2.02462067836042e-13,1.75142018844265e-13,1.60351309890579e-13,1.43687090619523e-13,1.28744045609573e-13,-1.8097472864198e-13,-1.80503148702837e-13,-7.44755346130732e-12,-1.78271786961018e-13,-1.81761436438694e-13,-1.79239177227467e-13,-1.83847957186951e-13,-1.85160343383366e-13,-1.46050520011901e-13,-1.75595975129689e-13,1.93372588789354e-14,3.6797735466624e-14,3.38838954889224e-14,1.65098621917289e-14,1.39061652278412e-14,1.06648028661106e-14,5.01272959295788e-15,1.89069048993368e-14,1.66496917560818e-14,5.56201575513711e-15,2.25433662143206e-14,-2.50917141672766e-15,4.17481734835618e-16,-1.30875692537097e-15,-7.26335478960872e-15,2.967159570448e-15,-1.91306554716807e-15,-1.64148512922309e-13,-2.44412585965528e-13,-2.21380731946333e-13,-1.35290920752119e-13,-8.77726448219078e-14,-5.28465568048213e-14,3.68293534731052e-13,3.68790373840656e-13,1.42477453244021e-11,3.74468631599462e-13,3.74962202887736e-13,3.717248827645e-13,3.85085093894721e-13,3.83971687941854e-13,3.09407580654039e-13,3.75363874990369e-13
"policyTRUE:curr_pts_reg4",2.19752311185521e-14,-2.36364122463227e-13,1.48446370742708e-13,2.51898198300546e-13,1.60451559451079e-13,1.69380431188696e-13,1.22280128151439e-13,5.3749168169402e-14,-1.86551750028273e-13,-1.85342646125707e-13,-1.78208765784701e-13,-9.23663633016251e-11,-1.89718312359602e-13,-1.84011678687605e-13,-1.99317751109906e-13,-1.96715096443553e-13,-1.34354522449791e-13,-1.81217672218433e-13,3.75504306618715e-14,6.56949724648473e-14,5.71790390089832e-14,2.30377069892685e-14,3.24941733338908e-14,2.74767020716752e-14,8.21629731295027e-15,2.20579417640944e-14,2.6845842687748e-14,2.21169798025313e-14,2.51458796381719e-14,-2.32010463980465e-14,-1.23898274515494e-14,-5.3732315174834e-16,-8.98533478078648e-15,1.62964828117339e-15,1.05909415966897e-15,-2.71547026984842e-13,-3.76954152128185e-13,-2.56258945289776e-13,-1.6456617694735e-13,-4.22437486021801e-14,5.84413336454111e-14,3.87865541785953e-13,3.8819818697172e-13,3.74468631599458e-13,1.53379184065788e-10,4.03200645923135e-13,3.96303463944336e-13,4.26244286085672e-13,4.20709207350945e-13,3.04994830127711e-13,4.0796059205519e-13
"policyTRUE:curr_pts_reg5",-3.17621369863486e-14,-9.56394975720123e-14,1.46056170355288e-13,2.96654625474437e-13,2.64925421000914e-13,1.95635888194113e-13,1.62889387459139e-13,1.02822492817079e-13,-1.90030365263501e-13,-1.89554270402867e-13,-1.8181516805944e-13,-1.8990432744528e-13,-6.29423542090811e-11,-1.89707477599927e-13,-2.03340716311529e-13,-2.01988662084045e-13,-1.37613577719026e-13,-1.85607036719081e-13,1.74846033662808e-14,7.28959754708049e-14,6.45625775030752e-14,3.17959304768183e-14,1.42660927634511e-14,2.61685298315046e-16,-4.70051421478428e-15,1.34487298336406e-14,6.85887795665193e-15,1.22934581514389e-14,3.07769595453513e-14,-5.19580271434722e-15,3.088792077956e-14,1.23701540515596e-14,4.19306773865484e-15,4.03773311993156e-15,7.56530238098075e-15,-3.94619901709194e-13,-4.90157479740904e-13,-4.5215048036627e-13,-2.99701088047548e-13,-1.93266725016305e-13,-8.09787507814727e-14,3.88856577056903e-13,3.90308715340025e-13,3.74962202887737e-13,4.03200645923134e-13,1.12633149444296e-10,3.98495972038572e-13,4.25872891756934e-13,4.21428116972363e-13,3.00523272386484e-13,4.05045747226641e-13
"policyTRUE:curr_pts_reg6",-4.54762314530788e-14,-6.51398229780538e-14,1.17267133661867e-13,2.80399876059527e-13,2.75280626695838e-13,2.52160278130609e-13,1.75714853989432e-13,1.41222666507081e-13,-1.86235913496712e-13,-1.86891734868709e-13,-1.78788166355854e-13,-1.8347989462356e-13,-1.88790730111469e-13,-1.12468293575639e-10,-1.92639547884054e-13,-1.93174276472517e-13,-1.32001080390163e-13,-1.74712288137087e-13,3.88113197809285e-14,6.7167753238455e-14,7.3293342692736e-14,3.69612216073406e-14,4.29061286114919e-14,1.27990937528714e-14,6.77234769438103e-16,4.1956693100941e-14,4.59690129617064e-14,6.60829745040325e-15,3.8525122518748e-14,-2.0975920217625e-14,-1.38725073389921e-14,-2.12569218338977e-14,-2.23826711131144e-14,1.04300414364273e-14,2.75173174249565e-15,-3.92197259406944e-13,-4.8535601776754e-13,-4.8784595220458e-13,-3.40130296163391e-13,-2.3062513414565e-13,-1.40761672568154e-13,3.84229300502389e-13,3.86854016134981e-13,3.71724882764499e-13,3.96303463944335e-13,3.98495972038571e-13,1.99233496358336e-10,4.15453599714561e-13,4.12645784740235e-13,2.96748475669138e-13,3.95589262230599e-13
"policyTRUE:curr_pts_reg7",-2.65961857358801e-14,-1.67736412534043e-13,3.37905633782029e-13,2.99644285652864e-13,1.9299068519361e-13,1.14603267742633e-13,7.8549525964149e-14,2.58615012045166e-14,-1.93515061325514e-13,-1.90559947496502e-13,-1.83691555738257e-13,-1.99284337815792e-13,-2.02928475579176e-13,-1.9350635594059e-13,-4.39094324788868e-10,-2.17122467731453e-13,-1.41742326948005e-13,-1.99070922275601e-13,8.98852510767205e-14,1.57270414183442e-13,1.68137972822792e-13,4.97814077565851e-14,6.17100116397027e-14,6.24304599863045e-14,1.23248749217218e-14,1.02047109631175e-13,6.17973537472953e-14,5.62484463904389e-14,8.7068049400356e-14,-3.80783727048199e-14,1.07526765528187e-14,2.09330127036357e-14,-3.00337502991623e-14,1.88393470671979e-14,1.68437429699206e-14,-6.57730778328957e-13,-5.16726258066652e-13,-3.84440342753595e-13,-1.85895005110662e-13,-6.6893517200096e-14,4.44227114367265e-14,4.00313781455668e-13,3.99959615942591e-13,3.85085093894717e-13,4.26244286085668e-13,4.25872891756928e-13,4.15453599714557e-13,7.27670045392072e-10,4.52249003830734e-13,3.11745794323621e-13,4.38669925836871e-13
"policyTRUE:curr_pts_reg8",-5.30465265905556e-14,3.80617313437012e-14,2.97652551360896e-13,3.80983697494879e-13,3.48968379541384e-13,2.60486655137742e-13,2.11841552637545e-13,1.43053309410262e-13,-1.93900856767963e-13,-1.93134449459706e-13,-1.84724488664461e-13,-1.96076026230191e-13,-2.01015977223762e-13,-1.93425087653104e-13,-2.16287794570957e-13,-4.48656265302058e-10,-1.36267961342653e-13,-1.88146073776069e-13,-6.08456792595803e-15,6.69225993601186e-14,6.37593419003684e-14,3.9875351265438e-14,1.81614058154775e-14,1.42898700243317e-14,-5.73680633221719e-15,6.21855727466174e-14,1.88930302754384e-14,3.38984587648959e-14,-1.01181145624525e-14,-4.15956965346558e-14,-3.68036981768899e-14,-1.94074976061224e-14,-7.22530142008705e-14,-3.58619131181723e-14,-6.25205241672728e-14,-6.75468619386521e-13,-6.77304824385732e-13,-6.45039250458175e-13,-4.47035206133632e-13,-2.6360315841878e-13,-1.83058761601014e-13,3.99457098897874e-13,4.0166510525542e-13,3.8397168794185e-13,4.20709207350945e-13,4.2142811697236e-13,4.12645784740237e-13,4.52249003830732e-13,7.73557104603908e-10,3.02029653844115e-13,4.19710769827407e-13
"policyTRUE:curr_pts_reg9",3.43588304358692e-14,-4.41873809913373e-13,1.26969657573081e-13,3.51730755148373e-14,4.37278066723065e-14,2.07270954106373e-14,7.98387393303403e-14,2.93186667774911e-13,-1.45088114736928e-13,-1.46565942463774e-13,-1.45291101363471e-13,-1.32645239897081e-13,-1.35955239951704e-13,-1.31171705096589e-13,-1.39601121109545e-13,-1.35016856404161e-13,-3.96838980888879e-10,-1.10418408722071e-13,5.9712769907619e-14,7.24088646852156e-14,1.50247674486625e-13,1.03643961972346e-13,1.11504351194972e-13,8.79925936177061e-14,1.84843704316737e-14,1.08492149685957e-13,6.83944229807383e-14,6.66470013477684e-14,7.61116163860481e-14,-7.86198522470261e-15,9.51437369302464e-15,-2.16363239850481e-16,-3.36199255174282e-14,2.09645441421704e-14,4.29952745082504e-15,-8.8997697842634e-14,6.6831184178262e-14,7.65058964997705e-14,1.73118806572288e-13,1.24513414937812e-13,-2.54983552647081e-13,3.13007500722867e-13,3.13682229588528e-13,3.09407580654039e-13,3.0499483012771e-13,3.00523272386482e-13,2.96748475669142e-13,3.11745794323625e-13,3.02029653844117e-13,7.16663156577739e-10,2.82730942625759e-13
"policyTRUE:curr_pts_reg10-150",-8.78200829544953e-14,-2.83092429037292e-13,2.03540188954712e-15,3.48898575754077e-13,2.64477272389291e-13,2.43026733084639e-13,1.03752564681427e-13,9.56718899098868e-14,-1.80480592003133e-13,-1.84768183360668e-13,-1.74505617725682e-13,-1.79055379886949e-13,-1.83276902431294e-13,-1.73801654707408e-13,-1.96242847901086e-13,-1.86779931526459e-13,-1.11308728454312e-13,-5.79525836112083e-10,5.71871467509455e-14,1.11910137516157e-13,1.66962805897642e-13,1.25941190889176e-13,1.61372264590777e-13,9.158330548025e-14,4.1565793473493e-14,1.37686158809913e-13,6.89779297201776e-14,1.96367398777526e-14,1.52475263309501e-13,-2.75778298385878e-15,9.78311011340546e-15,-4.19250344208829e-14,-2.89120886155407e-14,3.48822175906598e-14,4.17293094568736e-14,-3.10304559541371e-13,-4.40290990787365e-13,-2.65136722923318e-13,-1.43502004191047e-13,9.21194464949654e-14,1.02877892260172e-13,3.85466168903362e-13,3.92250739753982e-13,3.75363874990367e-13,4.07960592055199e-13,4.05045747226632e-13,3.95589262230605e-13,4.38669925836882e-13,4.19710769827398e-13,2.82730942625757e-13,8.73565289596291e-10
