"","(Intercept)","policyTRUE","age_grp16-19","age_grp20-24","age_grp25-34","age_grp35-44","age_grp45-54","age_grp55-64","age_grp65-199","curr_pts_reg1","curr_pts_reg2","curr_pts_reg3","curr_pts_reg4","curr_pts_reg5","curr_pts_reg6","curr_pts_reg7","curr_pts_reg8","curr_pts_reg9","curr_pts_reg10-150","month02","month03","month04","month05","month06","month07","month08","month09","month10","month11","month12","weekdayMonday","weekdayTuesday","weekdayWednesday","weekdayThursday","weekdayFriday","weekdaySaturday","policyTRUE:curr_pts_reg1","policyTRUE:curr_pts_reg2","policyTRUE:curr_pts_reg3","policyTRUE:curr_pts_reg4","policyTRUE:curr_pts_reg5","policyTRUE:curr_pts_reg6","policyTRUE:curr_pts_reg7","policyTRUE:curr_pts_reg8","policyTRUE:curr_pts_reg9","policyTRUE:curr_pts_reg10-150"
"weekdaySaturday",-2.54800645715686e-13,1.01032618675009e-15,4.73847050117595e-15,2.82735010885254e-15,5.68694639280278e-15,6.29035622614949e-15,4.77353762692348e-15,2.63481509560895e-15,1.23621520182875e-15,-1.41871083834239e-15,5.75424954022765e-15,8.27268540464664e-15,1.11261318783123e-14,9.87546134496117e-15,1.32567356411873e-14,7.87481837469222e-15,4.32714617979961e-14,1.95764660141661e-16,1.59168956042831e-14,1.06173937233088e-14,9.14581996871216e-15,1.41863012728153e-14,5.51103607139225e-15,9.20503807609233e-15,1.16689828341428e-14,9.18374087220674e-15,5.3762588893611e-15,4.71070124829202e-15,1.29654379554152e-14,7.80550560676022e-15,2.40435928239895e-13,2.40461034059037e-13,2.40472245596022e-13,2.40419111521973e-13,2.40576127213566e-13,5.15169383832676e-13,9.95100209969619e-15,2.29272509026813e-15,-8.86288429104713e-16,1.40744225163918e-15,6.49962154795091e-15,2.73352556205975e-15,1.38027381077517e-14,-4.8234512445141e-14,4.02808539459537e-15,3.30009643649178e-14
"policyTRUE:curr_pts_reg1",7.52608879177281e-14,-1.98775127802996e-13,5.06470862025584e-15,1.28283188660583e-14,1.00809547152117e-14,4.48163860449713e-15,-2.55126615653265e-15,9.35715020125233e-16,-7.21993242434701e-15,-3.18850459844872e-11,-1.04352428740178e-13,-1.04256935573933e-13,-1.04804186943416e-13,-1.04937618599727e-13,-1.04525346774492e-13,-1.06109648696246e-13,-1.05414388799412e-13,-1.03439653136464e-13,-1.04165149136366e-13,2.62399471410992e-14,3.29562119623525e-14,4.09422248444773e-14,1.89593544435102e-14,2.63126930433924e-14,1.40845258355133e-14,1.1118444916154e-14,1.27768580013448e-14,1.19169408453682e-14,1.35203366182099e-14,1.47337706439e-14,1.12699252792579e-14,1.25613779594967e-14,3.27170867948962e-15,3.58356523530513e-15,1.39120597692329e-14,9.95100209969706e-15,5.71637253587779e-11,1.99040630298115e-13,1.98966372081268e-13,1.98752971961786e-13,1.98978272627884e-13,1.98692337894481e-13,1.99622741966083e-13,1.99160774173944e-13,1.98528976440073e-13,1.972563464373e-13
"policyTRUE:curr_pts_reg2",8.83579814718541e-14,-1.98911693532546e-13,-4.17339719136598e-15,9.34658911124092e-15,2.95045805535865e-15,8.70398996305756e-15,-1.27164489558007e-15,4.46681354381e-15,1.59494097788918e-16,-1.03673436464903e-13,-7.08034362922091e-12,-1.03731752784646e-13,-1.03760219789768e-13,-1.04169570918988e-13,-1.04225407611127e-13,-1.04554525613361e-13,-1.04574180631823e-13,-1.0367193517688e-13,-1.03623910894702e-13,1.65102928208261e-14,3.39455015895161e-14,2.5756345295536e-14,1.54474361364766e-14,1.26732034052966e-14,1.48973895144388e-14,3.83338906749327e-15,1.27838430889885e-14,1.49239727268668e-14,5.09378155525997e-15,1.10878713206669e-14,-6.97567345044857e-15,-4.86945215802777e-16,-3.54223233587596e-15,-8.69711362882053e-15,1.03083946040506e-15,2.29272509027032e-15,1.99040630298115e-13,1.24031195646408e-11,1.98901616278137e-13,1.98653103268819e-13,1.99006613917357e-13,1.98712803598746e-13,1.99083257253911e-13,1.98748047650022e-13,1.97911815572221e-13,1.97072465415298e-13
"policyTRUE:curr_pts_reg3",6.97188687221797e-14,-1.98962686879152e-13,1.01976787855957e-14,1.81151326821601e-14,1.50804206713187e-14,1.83467482934638e-14,1.3259282165116e-14,1.63794329932588e-14,1.13358688025247e-14,-1.03846719127493e-13,-1.03688855009292e-13,-7.26820415627914e-12,-1.03788826880525e-13,-1.04083307563378e-13,-1.0432946686798e-13,-1.04039937422092e-13,-1.044227754966e-13,-1.03615059723653e-13,-1.04172633668695e-13,1.95258192505715e-14,3.5808014144842e-14,3.56804878217557e-14,1.98969380828566e-14,1.6785504801561e-14,1.33874122699233e-14,6.88873951937589e-15,2.02112867657042e-14,1.88831564991713e-14,7.32768294279307e-15,1.81938210158118e-14,-2.60211324396629e-16,2.68637482376513e-15,1.44969274426329e-15,-4.26597545712815e-15,4.416804439488e-15,-8.86288429104729e-16,1.98966372081268e-13,1.98901616278137e-13,1.38597403768313e-11,1.98687755513401e-13,1.98773138645572e-13,1.98720821790218e-13,1.98526199126915e-13,1.98399989323285e-13,1.97794978858812e-13,1.97678966966617e-13
"policyTRUE:curr_pts_reg4",8.67239059623129e-14,-1.99426596361358e-13,3.83399153850786e-14,-2.11295506752301e-14,-7.98806713497083e-15,-2.35861301428037e-14,-2.25055594376024e-15,4.25986547680393e-16,-1.42115682992844e-14,-1.02585224998363e-13,-1.0238594185276e-13,-1.02679250926549e-13,-9.01971184791894e-11,-1.0131230620128e-13,-1.01175242350324e-13,-1.01871739152084e-13,-1.00443351223443e-13,-1.017706812287e-13,-9.92558626518365e-14,3.40686650978362e-14,5.9053006892759e-14,5.65369579795636e-14,2.70991849433367e-14,3.32892791728513e-14,2.83052876205824e-14,1.0855585583205e-14,2.43483352228749e-14,2.85485551283941e-14,2.13376484060675e-14,2.08183899462468e-14,-1.59432441530948e-14,-6.66616394411943e-15,2.81205958584425e-15,-5.07710597576205e-15,3.74590967241036e-15,1.40744225164082e-15,1.98752971961787e-13,1.98653103268821e-13,1.98687755513401e-13,1.49810776567369e-10,1.9856839631103e-13,1.98209199067813e-13,1.99301670015157e-13,1.98275904278347e-13,1.98075721937145e-13,1.95951153965678e-13
"policyTRUE:curr_pts_reg5",7.2238319656043e-14,-1.98980242968358e-13,-3.29409808350708e-14,7.57885722220699e-15,2.63218500539549e-15,7.27271466248638e-15,-9.72792379156852e-15,2.58313871949523e-15,-1.95639103966798e-15,-1.0362758758963e-13,-1.03859444948685e-13,-1.04020148481457e-13,-1.04206316438376e-13,-6.20293287764197e-11,-1.05236090729672e-13,-1.05466734291267e-13,-1.05589065344784e-13,-1.04767957910331e-13,-1.04931967498128e-13,1.82301942689517e-14,6.43438597964702e-14,6.38715024464767e-14,3.53842793823672e-14,2.00008240635318e-14,7.80921143081287e-15,1.35573228253261e-15,1.78859301140949e-14,1.30963843881765e-14,1.35420236076178e-14,2.56720437754273e-14,-2.11940403767622e-15,2.69418778638277e-14,1.25096214416927e-14,4.85496268134261e-15,5.37566056286829e-15,6.4996215479495e-15,1.98978272627887e-13,1.99006613917358e-13,1.9877313864557e-13,1.98568396311031e-13,1.10873697748846e-10,1.98521837970413e-13,1.98727540527554e-13,1.98133283596979e-13,1.96861134658628e-13,1.96219964565203e-13
"policyTRUE:curr_pts_reg6",8.40158876226353e-14,-1.9896250017773e-13,-4.58464002626952e-14,-1.85184010728679e-14,-1.04494069726968e-14,-7.01937841451682e-15,5.06303159880506e-16,-1.18895259647045e-14,-5.8601113818395e-15,-1.0225340348132e-13,-1.02428159542955e-13,-1.02294444082362e-13,-1.01550156390475e-13,-1.02168909856297e-13,-1.10031599769238e-10,-1.0094041982593e-13,-1.02056399757739e-13,-1.01590061611609e-13,-1.00757623818062e-13,3.48798516035797e-14,6.00161705332677e-14,6.9804460016336e-14,3.87360560501542e-14,4.17639034621753e-14,1.71618957404724e-14,5.12940873418597e-15,3.98399918860444e-14,4.34704127595942e-14,8.80994495600071e-15,3.10925262255126e-14,-1.43669725438768e-14,-8.09098249697914e-15,-1.3701144810795e-14,-1.58212743274546e-14,1.05011380711387e-14,2.73352556206202e-15,1.9869233789448e-13,1.98712803598747e-13,1.98720821790215e-13,1.98209199067814e-13,1.98521837970409e-13,1.94789146821641e-10,1.97894872679401e-13,1.97978534914687e-13,1.97569026644016e-13,1.97708612237511e-13
"policyTRUE:curr_pts_reg7",-1.75572112221512e-15,-1.99318562903191e-13,7.38849947546811e-14,7.86300758469979e-14,5.1932316877435e-14,2.44298285295048e-14,2.14872532280316e-14,3.13475615973726e-14,4.16606506735907e-14,-1.05630779013028e-13,-1.04796640662947e-13,-1.05778428772544e-13,-1.07153730247943e-13,-1.06889418389969e-13,-1.06779524266166e-13,-4.29531249271494e-10,-1.0839814461721e-13,-1.08428439052246e-13,-1.0983103522348e-13,7.44257597591097e-14,1.30169332161972e-13,1.47971115126601e-13,5.21588827886185e-14,5.95659118141814e-14,5.82109704892878e-14,1.5678814125323e-14,8.79501831340316e-14,5.7276153151241e-14,4.8608988440647e-14,6.99503170589115e-14,-2.74266073183485e-14,1.15251253939143e-14,1.97914993599406e-14,-2.14004843806858e-14,1.74147290412185e-14,1.38027381077473e-14,1.99622741966086e-13,1.99083257253915e-13,1.98526199126915e-13,1.99301670015162e-13,1.98727540527555e-13,1.97894872679405e-13,7.11516199403938e-10,1.97848316140671e-13,1.96196040718835e-13,1.93821581651341e-13
"policyTRUE:curr_pts_reg8",1.04355784788446e-13,-1.98840680014954e-13,-3.02968155832044e-14,1.47212448310676e-14,-3.12040282312743e-15,1.21134540224289e-14,-1.49973549777508e-14,8.71094926010799e-15,-4.87276701680022e-15,-1.039108293675e-13,-1.03891919799354e-13,-1.04293609580066e-13,-1.04341711839554e-13,-1.0505122748309e-13,-1.05542609392025e-13,-1.05571131665501e-13,-4.3809697424852e-10,-1.05424709099918e-13,-1.05701672381725e-13,1.38365655066198e-16,5.99975366763823e-14,6.47024362842906e-14,4.33219268779994e-14,2.45326526588279e-14,1.99212612295799e-14,1.39445595803493e-15,5.68481573296772e-14,2.39810098133476e-14,3.13242665891184e-14,-5.64770981802497e-15,-3.01846813069305e-14,-2.55160403164925e-14,-1.13179483396287e-14,-5.42499914108463e-14,-2.52905595860117e-14,-4.82345124451401e-14,1.99160774173945e-13,1.98748047650022e-13,1.98399989323287e-13,1.98275904278351e-13,1.9813328359698e-13,1.97978534914683e-13,1.97848316140667e-13,7.55665749915801e-10,1.96203258347839e-13,1.95395544588928e-13
"policyTRUE:curr_pts_reg9",-2.64168339691064e-14,-1.9951348533502e-13,8.06139075507611e-14,5.13872921739607e-14,5.20671208496758e-14,4.93411043714912e-14,6.15723034587376e-14,8.03428203592145e-14,7.96508246020701e-14,-1.00333910346934e-13,-9.98531793979321e-14,-1.00891413486015e-13,-9.8677740617377e-14,-9.82482269057121e-14,-9.90913114630605e-14,-9.67133838354514e-14,-9.69276005348252e-14,-3.85712639442457e-10,-9.85033462412218e-14,5.11745793078415e-14,6.42495555896708e-14,1.28154326898045e-13,8.96060248624488e-14,9.46544842040504e-14,7.49054599228209e-14,1.826451375045e-14,9.08318348748372e-14,6.00134600828642e-14,5.55603944248429e-14,6.02152379220376e-14,-4.11247002536828e-15,1.01869824598123e-14,2.74319075177544e-15,-2.43818903944927e-14,1.85478298451826e-14,4.02808539459577e-15,1.98528976440072e-13,1.97911815572221e-13,1.97794978858812e-13,1.98075721937146e-13,1.96861134658628e-13,1.97569026644016e-13,1.96196040718837e-13,1.96203258347839e-13,6.95033229261989e-10,1.97682875743706e-13
"policyTRUE:curr_pts_reg10-150",1.76708102106594e-14,-1.99127139692538e-13,5.96803812947419e-14,-1.694855860443e-13,1.54753929054709e-14,1.20986095222097e-14,1.69287032173093e-14,-2.733998682951e-16,-4.74872405320652e-16,-9.95986505201006e-14,-9.97584281553611e-14,-9.93118562194854e-14,-9.52128011328139e-14,-9.43470556950755e-14,-9.51639021249408e-14,-8.8327218669762e-14,-8.95497025348627e-14,-9.37328583961711e-14,-5.59798935135267e-10,4.96128168344378e-14,9.63747112767308e-14,1.46584124402419e-13,1.12041837489133e-13,1.3800904068552e-13,8.15360763173837e-14,3.94293932925457e-14,1.16645752626114e-13,6.3037757311938e-14,2.05144537655391e-14,1.20005204601243e-13,8.1107586922555e-16,1.13265088564853e-14,-2.86727077839262e-14,-1.99352347520678e-14,2.98741201349127e-14,3.30009643649179e-14,1.972563464373e-13,1.97072465415302e-13,1.97678966966617e-13,1.9595115396568e-13,1.96219964565201e-13,1.9770861223751e-13,1.93821581651343e-13,1.95395544588929e-13,1.97682875743705e-13,8.44127702111088e-10
