"","(Intercept)","policyTRUE","age_grp16-19","age_grp20-24","age_grp25-34","age_grp35-44","age_grp45-54","age_grp55-64","age_grp65-199","curr_pts_reg1","curr_pts_reg2","curr_pts_reg3","curr_pts_reg4","curr_pts_reg5","curr_pts_reg6","curr_pts_reg7","curr_pts_reg8","curr_pts_reg9","curr_pts_reg10-150","month02","month03","month04","month05","month06","month07","month08","month09","month10","month11","month12","weekdayMonday","weekdayTuesday","weekdayWednesday","weekdayThursday","weekdayFriday","weekdaySaturday","policyTRUE:age_grp16-19","policyTRUE:age_grp20-24","policyTRUE:age_grp25-34","policyTRUE:age_grp35-44","policyTRUE:age_grp45-54","policyTRUE:age_grp55-64","policyTRUE:age_grp65-199","policyTRUE:curr_pts_reg1","policyTRUE:curr_pts_reg2","policyTRUE:curr_pts_reg3","policyTRUE:curr_pts_reg4","policyTRUE:curr_pts_reg5","policyTRUE:curr_pts_reg6","policyTRUE:curr_pts_reg7","policyTRUE:curr_pts_reg8","policyTRUE:curr_pts_reg9","policyTRUE:curr_pts_reg10-150"
"month04",-1.03614766924741e-12,-8.89691000419081e-15,7.90271595972848e-15,-1.28857503071194e-14,-2.10948325804309e-14,-2.64826442311582e-14,-2.27894514286047e-14,-1.87553765781378e-14,-1.16422872925701e-14,-6.85781575536545e-15,3.05998237540151e-15,2.9229005227896e-15,1.42186583073309e-14,4.31544972205041e-15,1.86273389594071e-14,5.2639675505219e-15,5.89147402186738e-15,-1.40963221693147e-14,5.52243561617578e-15,1.01345886721726e-12,1.01380807157045e-12,2.27467905402318e-12,1.01312077894538e-12,1.01303683302888e-12,1.0133220526307e-12,1.01323010491367e-12,1.01356167072494e-12,1.01307661751781e-12,1.01361764298711e-12,1.01301044976495e-12,2.54487052595875e-14,2.16510334127725e-14,2.66391388681622e-14,2.80396546700102e-14,4.99837693944609e-14,1.94862100837264e-14,5.14172188211504e-14,4.81269426699959e-14,3.97333170774064e-14,3.34456228833559e-14,3.18766540017895e-14,2.88388521973333e-14,2.10160373409076e-14,3.81941999888892e-14,3.39557365645282e-14,2.82579837880265e-14,5.00334079287782e-14,5.39497199115928e-14,4.86622440516131e-14,8.62057739185986e-14,9.1153170171001e-14,9.44596775200907e-14,1.44449834325247e-13
"month05",-1.02470100873836e-12,4.36696184741026e-15,2.7042940857835e-14,-1.0187725013781e-14,-2.7844060373412e-14,-3.26030021797567e-14,-3.11086225929035e-14,-2.51285883659232e-14,-1.90558587399485e-14,9.36573426168055e-15,1.276798412507e-14,1.02197158161556e-14,3.29327886296072e-14,1.9574292165438e-14,3.28655611020822e-14,3.15087284760651e-14,3.29123039551238e-14,1.46602326458873e-14,4.22095149257907e-14,1.01307239055183e-12,1.01302189845469e-12,1.01312077894538e-12,2.2710816996153e-12,1.01262435083045e-12,1.01286958529366e-12,1.01297910645285e-12,1.01308670610885e-12,1.01281016629498e-12,1.01324306834952e-12,1.01257186512771e-12,2.86107357920781e-14,2.23077882586731e-14,1.62819100845475e-14,1.72645533169125e-14,3.57219925008758e-14,6.90419891797853e-15,3.35389991195584e-14,3.26755255346215e-14,2.53766012361125e-14,1.83019424751844e-14,1.73186524168641e-14,1.24746156033256e-14,5.82721873682931e-15,2.67368081291712e-14,2.01250693381618e-14,2.16775035354556e-14,3.30323091471206e-14,4.05665248317221e-14,4.29077681748922e-14,5.27285093155147e-14,6.25815176393417e-14,7.84967500989794e-14,1.12221758132283e-13
"month06",-9.95978437098411e-13,4.53135044409991e-15,3.2875883038784e-14,-3.05571717222709e-14,-5.14200710789325e-14,-6.03862785775991e-14,-6.13906584034432e-14,-5.69175945634462e-14,-5.18724626837678e-14,4.05792907468129e-15,1.03320755083516e-14,9.08593596688307e-15,1.49272001805541e-14,1.80602918052398e-14,1.88757463431013e-14,3.93377583394235e-14,1.97409449996446e-14,8.02508699003678e-15,4.66063614067768e-14,1.01303724417777e-12,1.01326162813339e-12,1.01303683302888e-12,1.01262435083045e-12,2.27662890910107e-12,1.01288110786175e-12,1.01295589442651e-12,1.01311555520494e-12,1.01251483761496e-12,1.01321666425212e-12,1.01238736865776e-12,2.09995387420014e-14,2.24232714865373e-14,3.39952465365661e-14,2.34454625514035e-14,3.3485227908358e-14,1.40104073154723e-14,1.06775739110927e-14,1.79026345619619e-14,1.69411821578252e-14,1.3397833130641e-14,1.4742015505035e-14,1.18554737925089e-14,6.27989074117058e-15,1.47868083119092e-14,1.65861578163016e-14,1.50455564202782e-14,4.10477028794333e-14,2.72605339373827e-14,3.71259505638425e-14,1.80805157582256e-14,5.40323809462866e-14,6.46636026057182e-14,8.76883224949571e-14
"month07",-9.88404268094404e-13,-2.2402250099726e-15,4.96089619954701e-14,-2.14942535222562e-14,-4.80279816264244e-14,-6.07043490158408e-14,-6.28292669125205e-14,-6.07125594974298e-14,-5.59283023094985e-14,-5.13030120340801e-15,6.12323483521643e-15,4.35236927877161e-15,1.13887384853355e-14,4.77520191458283e-15,1.7022736763259e-14,2.6059669788747e-14,1.68465014076148e-14,4.34750164302063e-15,2.50062989868139e-14,1.01315662012686e-12,1.01343606134824e-12,1.0133220526307e-12,1.01286958529366e-12,1.01288110786175e-12,2.19829228983802e-12,1.01309297908253e-12,1.01311889024877e-12,1.01292030241082e-12,1.01343348498321e-12,1.01294191030219e-12,1.60415865461067e-14,1.89579928671865e-14,1.86766167073411e-14,1.59773944399236e-14,3.83060345388515e-14,1.66252762549774e-14,4.23311474035433e-15,1.0501588035511e-14,1.99057933581208e-14,1.78235394236208e-14,1.66847943038469e-14,1.34048191826174e-14,8.58409903152973e-15,2.3509396655257e-14,1.10947090940091e-14,9.09463553157646e-15,2.74364100168778e-14,1.99563691438745e-14,2.01245814894818e-14,2.41365582958884e-14,5.10278043755052e-14,5.73689967953716e-14,8.48879858084778e-14
"month08",-9.5798237197042e-13,-1.08005521227773e-14,3.22892058271566e-14,-5.68874092612732e-14,-8.03857850516713e-14,-8.84580918222349e-14,-9.04109123924896e-14,-8.60795220866644e-14,-8.06408778230302e-14,-2.37758011179387e-15,-2.11083003053339e-15,-6.26675147976674e-15,-2.65570406163093e-15,1.13377999420337e-15,-2.01442523012124e-15,1.6206905974199e-14,1.76667794048174e-15,-1.97306984202457e-14,1.18735425117778e-14,1.01322769711513e-12,1.01331928493784e-12,1.01323010491367e-12,1.01297910645285e-12,1.01295589442651e-12,1.01309297908252e-12,2.07445801832111e-12,1.01323897123973e-12,1.01285476462755e-12,1.01343685828341e-12,1.01273270462807e-12,2.34842938309197e-14,2.87209454093643e-14,2.24217513656413e-14,2.04067051991716e-14,3.41353724173086e-14,1.70028861717338e-14,9.25071936085443e-15,2.1029962596509e-14,2.45929746838122e-14,2.0600119086242e-14,2.18011527157748e-14,1.91894632133353e-14,1.59179403957738e-14,1.18172164515871e-14,3.16611339782872e-15,8.12828665223595e-15,1.65401749007256e-14,1.42328297202858e-15,1.61306244268409e-15,1.06164195571591e-15,1.07561476834919e-14,3.0214975640325e-14,3.46655750233447e-14
"month09",-9.87300820348571e-13,-9.87835322649484e-16,5.77093769477531e-14,-4.2340497132888e-14,-6.6251594942385e-14,-7.51936259433462e-14,-7.71635312643287e-14,-7.52145611530305e-14,-7.50840612864726e-14,1.73198353697607e-14,2.33504873266837e-14,2.21864999794233e-14,4.96270870248976e-14,3.8973017715442e-14,5.44282482504905e-14,6.12127095370044e-14,6.16778503114712e-14,3.99970113692976e-14,9.31817509393469e-14,1.01303174446216e-12,1.01339061138577e-12,1.01356167072495e-12,1.01308670610886e-12,1.01311555520494e-12,1.01311889024877e-12,1.01323897123973e-12,2.40260856642054e-12,1.01279649872447e-12,1.0133039059502e-12,1.01280858162203e-12,3.60159321565433e-14,2.57813138239732e-14,3.749037698181e-14,3.96744625704088e-14,4.34776846518842e-14,1.01885815100685e-14,-8.06049040296508e-15,4.81891639554385e-15,1.31510184009957e-14,1.26906595482839e-14,1.35096168510998e-14,1.24579465703802e-14,9.20151848089725e-15,1.92683303032997e-14,1.06461055085306e-14,1.10096052572095e-14,2.08423658494937e-14,2.39974084519538e-14,2.29124278044946e-14,2.73401559699063e-14,3.6004958703134e-14,5.06043148242667e-14,7.05837969820813e-14
"month10",-9.97679367856008e-13,-1.79672354213914e-15,8.89367183320006e-14,-1.92566549023319e-14,-3.67462202617361e-14,-4.20341661042999e-14,-4.54970207717593e-14,-4.27065032239281e-14,-4.14156862662176e-14,1.59578846929047e-14,2.24970201770647e-14,1.34394384067052e-14,4.13864120878989e-14,2.93480339350216e-14,4.15538328732288e-14,5.62522611569615e-14,4.89875433897744e-14,3.23643695725905e-14,8.30951758302639e-14,1.01268595021235e-12,1.01274711670137e-12,1.01307661751781e-12,1.01281016629498e-12,1.01251483761495e-12,1.01292030241081e-12,1.01285476462755e-12,1.01279649872447e-12,2.31441988386596e-12,1.01280660071863e-12,1.01281655756158e-12,1.81461427991348e-14,-2.08094403331569e-15,3.93581128769552e-15,3.10286219511257e-15,2.49155070528453e-14,2.76125618901333e-15,-3.91746695065247e-15,9.21102439907471e-15,1.61830839692408e-14,1.57119877503227e-14,1.65703862866513e-14,1.15229499231224e-14,7.30412116382699e-15,2.3116467017057e-14,1.16100139628052e-14,1.41190392451545e-14,2.00386503377965e-14,2.41278296601131e-14,1.90219099753091e-14,4.19454892423824e-14,4.25018111999894e-14,4.04715098096058e-14,5.00444793152575e-14
"month11",-1.02617608921771e-12,-6.81459455259097e-15,9.25241196330828e-14,-1.18620656581075e-14,-2.0194958396863e-14,-1.9206372361005e-14,-2.52484814893701e-14,-2.51068046358981e-14,-2.78465006828678e-14,3.05367003744973e-14,2.32229467946265e-14,1.66361790923389e-14,3.71965225753993e-14,3.20807571142034e-14,3.58255508813082e-14,5.42103199947351e-14,6.33705278199252e-14,4.19896933268707e-14,7.07099997100553e-14,1.01311877677305e-12,1.01334850912448e-12,1.0136176429871e-12,1.01324306834952e-12,1.01321666425211e-12,1.0134334849832e-12,1.01343685828341e-12,1.01330390595019e-12,1.01280660071863e-12,2.30986652897456e-12,1.01302211754241e-12,2.56806637829618e-14,2.72882952457487e-14,3.1082336695837e-14,1.18544650142026e-14,4.28743483583044e-14,1.77625676950274e-14,-7.21364897483021e-15,1.1747422222777e-14,1.36371291056288e-14,1.07405929837433e-14,1.37501157779063e-14,1.23258517960247e-14,1.21652821081245e-14,-2.30112696793473e-15,4.95412046177406e-15,8.15096988995372e-15,1.43762082940398e-14,1.89703127077449e-14,1.39036845863588e-14,7.19345063523534e-15,1.34312741980343e-14,3.10284532250928e-14,2.72723964582477e-14
"month12",-9.71800712277903e-13,4.63910098096056e-16,2.12871379006637e-14,-4.63764539976781e-14,-4.16486044563597e-14,-3.72454425511404e-14,-3.75854762911014e-14,-3.20121112192122e-14,-2.22927756574413e-14,-4.03421100570982e-14,-5.10532669078477e-14,-5.74439370447681e-14,-8.65678875242952e-14,-1.04606662708135e-13,-1.11177546996633e-13,-1.38422327803743e-13,-1.63506882959401e-13,-1.53288485368204e-13,-2.1446341479554e-13,1.0130179057107e-12,1.01340304995876e-12,1.01301044976495e-12,1.01257186512771e-12,1.01238736865776e-12,1.01294191030219e-12,1.01273270462807e-12,1.01280858162203e-12,1.01281655756158e-12,1.01302211754241e-12,1.59970072583538e-12,2.1841008493747e-15,5.94740980672884e-16,-1.20301541018556e-14,8.00870577469329e-16,2.49198869028044e-14,1.37208345279631e-14,8.8782478495153e-16,9.9546942165245e-15,1.11617269814001e-14,8.02787952722056e-15,9.50371296039089e-15,7.78710895237266e-15,3.67017208666538e-15,4.52677293323164e-15,1.46363268141219e-14,1.70693688666478e-14,2.57644241665242e-14,2.86764957438645e-14,2.49150466656532e-14,4.89665368669634e-14,5.89912185686904e-14,5.3579846219484e-14,1.00017942438088e-13
"weekdayMonday",-5.32435496491213e-13,-4.30180177317674e-15,-2.48915766150343e-14,-1.20581629434034e-14,6.15868687491531e-16,6.99027025296217e-15,7.20367743227421e-15,7.92614290047742e-15,5.12286278056936e-15,3.76097609373294e-14,4.32099062513636e-14,4.6506332882498e-14,8.99013567408203e-14,8.60579829996136e-14,9.74464409227784e-14,1.17931227405978e-13,1.28244939250619e-13,1.15108920449322e-13,1.65703578495331e-13,2.61567816927433e-14,7.37812245574117e-15,2.54487052595868e-14,2.86107357920779e-14,2.0999538742e-14,1.60415865461043e-14,2.34842938309181e-14,3.60159321565411e-14,1.81461427991343e-14,2.56806637829644e-14,2.18410084937316e-15,1.19559197714902e-12,4.94435700617681e-13,4.94453776286266e-13,4.94339010907833e-13,4.94285897065844e-13,4.94413534728294e-13,1.37163381928636e-14,6.66799713078291e-15,4.25653573792569e-15,5.91088738041075e-15,4.00086390684709e-15,4.82831988594959e-15,4.19153916610112e-15,-1.32255046141716e-15,-3.34553712274736e-15,-3.16563576626427e-15,-1.30131537059447e-14,-1.22350178492236e-15,-6.03714961233122e-15,-6.08978721487452e-15,-1.79312205030446e-14,1.88271934255469e-14,-1.27602978693159e-14
"weekdayTuesday",-5.36618572238182e-13,2.50239539362559e-16,-2.26828368432564e-14,-1.64092574320187e-14,2.6750855174621e-15,1.08490035306421e-14,9.83937268528431e-15,8.84256912244732e-15,6.65179742855517e-15,3.75274396076967e-14,5.47883334815256e-14,6.09899727850341e-14,1.00160705627435e-13,1.07069953578294e-13,1.21820270511844e-13,1.46702800911314e-13,1.6693154791707e-13,1.4940146152039e-13,2.20809406295581e-13,2.44635034107655e-14,2.30246921399527e-14,2.16510334127724e-14,2.23077882586738e-14,2.24232714865372e-14,1.89579928671854e-14,2.87209454093642e-14,2.57813138239727e-14,-2.08094403331526e-15,2.72882952457523e-14,5.94740980672994e-16,4.94435700617681e-13,1.26184849286268e-12,4.94700622193412e-13,4.9448831532417e-13,4.94570042410932e-13,4.94507524599228e-13,6.75869924639274e-15,6.4385894320229e-16,-3.38371004938151e-15,1.36226875409629e-16,-2.07110538305896e-15,-6.34405883520793e-16,-2.48059802183599e-15,1.41154324574714e-14,-2.95843607558469e-15,-6.65059137763914e-16,-3.72275369717017e-16,5.77644745157833e-15,2.21885822653327e-15,1.43567407384311e-14,-8.48067141316831e-15,3.15196952080606e-14,-2.78914848825503e-14
"weekdayWednesday",-5.48825198142001e-13,1.68970494643419e-15,-1.47894220958244e-14,-7.98604379281957e-15,1.1830408739671e-14,2.22374338266253e-14,2.08289945814355e-14,1.96041727801391e-14,1.54329418845311e-14,4.72944433781798e-14,6.20551196906399e-14,7.10777030770331e-14,1.2005890995278e-13,1.18994707326289e-13,1.40723758604487e-13,1.68055199562347e-13,1.9082626868917e-13,1.74345172062873e-13,2.26361806792248e-13,1.98080699422062e-14,2.14216017870036e-14,2.66391388681633e-14,1.62819100845493e-14,3.3995246536567e-14,1.86766167073409e-14,2.24217513656422e-14,3.74903769818107e-14,3.93581128769716e-15,3.10823366958423e-14,-1.20301541018548e-14,4.94453776286267e-13,4.94700622193412e-13,1.30047204602346e-12,4.94612033003296e-13,4.94565406223666e-13,4.94521067961865e-13,6.61409711389631e-15,1.30884899193386e-15,-4.48245671787576e-15,-4.29978577620302e-15,-5.08046546183457e-15,-4.35048527022775e-15,-4.52469788787491e-15,1.54691790820371e-15,-2.37252748946897e-15,-3.7500976631967e-15,-6.91897593292639e-15,6.63236183587203e-16,-3.55186602482204e-15,-1.44504961341635e-14,-2.61045017952915e-14,1.88400677851653e-14,-8.66520626891384e-15
"weekdayThursday",-5.42190143602492e-13,1.42894994082474e-15,-1.66639991963247e-14,-6.57455808629716e-15,8.02708893962328e-15,1.83522661158659e-14,1.81058940070189e-14,1.66351153251948e-14,1.14794025121298e-14,4.08873199554324e-14,5.7147040516256e-14,6.44151437803254e-14,1.06588050698023e-13,1.09196882495636e-13,1.31875266254742e-13,1.71779375234899e-13,1.76509161999548e-13,1.63868879366184e-13,2.28463375945815e-13,1.88204380343597e-14,2.87468968445218e-14,2.80396546700095e-14,1.72645533169112e-14,2.34454625514013e-14,1.59773944399198e-14,2.04067051991702e-14,3.96744625704054e-14,3.10286219511187e-15,1.18544650142044e-14,8.00870577467376e-16,4.94339010907833e-13,4.9448831532417e-13,4.94612033003295e-13,1.27021653066189e-12,4.94615202232676e-13,4.94443288073619e-13,6.18567631813943e-15,-5.22889586633413e-15,-5.26839681097495e-15,-4.21192666653926e-15,-6.06720334630748e-15,-4.93022978309517e-15,-3.86583038739486e-15,1.64576296200152e-15,-6.24570615671531e-15,-8.66729787743562e-15,-8.57666278660466e-15,-6.96346496794997e-15,-1.69221110780548e-14,-3.21675747683915e-14,-2.62526325540757e-14,1.69170131602473e-14,-3.90417929397824e-14
"weekdayFriday",-5.4790665908984e-13,-1.8182467884014e-15,-4.86069295705508e-17,-2.64149579461023e-15,4.87413193232382e-15,1.00842561504149e-14,1.00770848736032e-14,5.67005145416453e-15,-3.06966620221535e-16,3.45763824813101e-14,4.22396085041e-14,4.43293741901827e-14,8.21598748381304e-14,8.25760865569518e-14,9.26661936783276e-14,1.25947335014861e-13,1.23676770487501e-13,9.94686965682113e-14,1.62953554860194e-13,2.46545952598936e-14,3.98518914551297e-14,4.99837693944619e-14,3.57219925008772e-14,3.34852279083581e-14,3.83060345388504e-14,3.41353724173095e-14,4.34776846518839e-14,2.49155070528462e-14,4.28743483583086e-14,2.49198869028044e-14,4.94285897065845e-13,4.94570042410932e-13,4.94565406223666e-13,4.94615202232677e-13,1.21851828133251e-12,4.94642942525837e-13,6.29742447108761e-15,3.8195341447747e-15,-1.14373982903665e-16,2.19177245184898e-15,-8.48866855461956e-16,2.59716663901073e-15,2.21770313511591e-15,3.99888374954793e-15,8.90498634460526e-16,1.5366711126268e-15,-2.16499122786819e-15,-1.34778210608153e-16,8.7792140891759e-16,-1.2883179117527e-14,-1.05710797353441e-14,3.76725293832088e-14,-5.58066399372278e-15
"weekdaySaturday",-5.04627811933638e-13,-2.88969197974249e-15,6.58358186667689e-15,-1.0238062905117e-15,-4.14682081397554e-15,-3.86155049031283e-15,-4.51948024153214e-15,-8.03985864123059e-15,-7.8835849421128e-15,6.32267268972853e-15,4.43883091943502e-15,8.44436607829221e-15,1.34032273392525e-14,1.25722446117529e-14,1.02636554917103e-14,2.80204534882522e-14,1.32411224770901e-14,1.63561744150018e-14,2.14022792866474e-14,1.68664199737462e-14,1.14521239429735e-14,1.94862100837291e-14,6.90419891798121e-15,1.40104073154733e-14,1.66252762549772e-14,1.70028861717356e-14,1.01885815100701e-14,2.76125618901518e-15,1.77625676950329e-14,1.3720834527964e-14,4.94413534728295e-13,4.94507524599229e-13,4.94521067961866e-13,4.9444328807362e-13,4.94642942525838e-13,1.03604800419934e-12,7.31129770026734e-16,8.37061180535477e-16,4.50351038709731e-15,4.4130212177107e-15,3.28365869932133e-15,4.34458170331096e-15,2.43441592066478e-15,8.40532960595957e-17,3.03508009368703e-15,3.64285611907307e-16,2.30959634098529e-15,1.52493003680194e-16,5.5389259388291e-15,-1.49938004660976e-14,-1.83677942364933e-15,1.52523364614826e-14,1.79201943555852e-14
"policyTRUE:age_grp16-19",2.6032518063027e-11,-5.38303082035248e-11,-4.29250146229538e-11,-2.599869863779e-11,-2.6021134996476e-11,-2.6038521869478e-11,-2.60462913600322e-11,-2.6053119893641e-11,-2.60590070664312e-11,2.74750828627202e-13,3.96184636383353e-13,3.33841900987362e-13,8.89092397329605e-13,6.72944025034575e-13,4.60375954194385e-13,1.04617001715334e-12,8.91318282350601e-13,6.36193608801894e-13,1.12433141825598e-12,1.68651169804705e-14,2.50548336283434e-14,5.14172188211046e-14,3.35389991194174e-14,1.06775739112916e-14,4.2331147405145e-15,9.25071936086959e-15,-8.06049040311546e-15,-3.91746695019321e-15,-7.21364897511971e-15,8.87824785225126e-16,1.37163381928258e-14,6.75869924635301e-15,6.61409711389537e-15,6.18567631806389e-15,6.29742447126601e-15,7.3112977020735e-16,8.45782609639989e-11,5.37496293340361e-11,5.37812051886365e-11,5.38070158317642e-11,5.38215618185505e-11,5.38343140281783e-11,5.38462598082973e-11,-4.65148301124393e-13,-7.10749905931587e-13,-5.59596528108485e-13,-1.45597360737036e-12,-1.16640165360658e-12,-9.05641189988849e-13,-1.79364201334847e-12,-1.47781833817187e-12,-1.2078414098501e-12,-2.28992947524007e-12
"policyTRUE:age_grp20-24",2.60807399240315e-11,-5.39262153612828e-11,-2.5998282344165e-11,-3.12670324690293e-11,-2.59348010302044e-11,-2.5980340787969e-11,-2.60088521028077e-11,-2.60329062463954e-11,-2.60636562038895e-11,6.50676231696769e-14,6.33693106235777e-14,-1.33765229206583e-13,-4.2801937547324e-14,2.6946998248814e-13,1.55366942111049e-13,3.33505847033724e-13,4.93790703406943e-13,1.13934703298466e-14,7.76117140834007e-13,1.21978755245654e-14,1.95089083991031e-14,4.81269426698587e-14,3.26755255344013e-14,1.79026345620368e-14,1.0501588035629e-14,2.10299625964573e-14,4.81891639525464e-15,9.21102439943577e-15,1.17474222223974e-14,9.95469421671961e-15,6.66799713061227e-15,6.43858942959044e-16,1.30884899177415e-15,-5.22889586656886e-15,3.81953414480993e-15,8.37061180584443e-16,5.37496293340511e-11,6.38380617778421e-11,5.36154469298461e-11,5.36922006121173e-11,5.37449912105726e-11,5.37930442531551e-11,5.38530049249207e-11,-2.73599264777648e-14,-1.16704964525391e-13,3.09088569566406e-13,9.51694515869437e-14,-5.14657945930529e-13,-3.19403337062371e-13,-6.28671828992641e-13,-9.19180992797146e-13,-5.06409509706665e-14,-1.44695891309095e-12
"policyTRUE:age_grp25-34",2.60880469995946e-11,-5.3937182469201e-11,-2.60207044391854e-11,-2.59344805844511e-11,-2.75023435033225e-11,-2.6016710230711e-11,-2.60358601455512e-11,-2.60525623342605e-11,-2.60749906202053e-11,7.54379766917286e-14,6.69059109831863e-14,-1.93311203805146e-13,-1.55735756917813e-13,1.73690514378472e-13,8.75035631855975e-15,-1.68669816801162e-14,2.61714036204198e-13,-2.836907501401e-13,1.72104922990107e-13,6.73916594694461e-15,9.53398540941053e-15,3.97333170771068e-14,2.53766012357642e-14,1.69411821577603e-14,1.99057933580014e-14,2.45929746835802e-14,1.31510184005938e-14,1.61830839694235e-14,1.36371291050474e-14,1.11617269814517e-14,4.25653573775738e-15,-3.38371004959541e-15,-4.48245671799073e-15,-5.26839681119305e-15,-1.14373982889021e-16,4.50351038716901e-15,5.3781205188636e-11,5.36154469298299e-11,5.65963809896497e-11,5.37603103040862e-11,5.37967969620394e-11,5.38312453715698e-11,5.38759163989376e-11,-8.15524648188672e-14,-1.2548675651678e-13,4.10898214873163e-13,3.03709784419265e-13,-3.23830708135983e-13,-3.06811715064966e-14,-5.42532281816572e-14,-4.4995162314759e-13,5.26273953472336e-13,-3.74104633217232e-13
"policyTRUE:age_grp35-44",2.60893195237883e-11,-5.39376066786974e-11,-2.60380212674817e-11,-2.59798211228308e-11,-2.60165445083206e-11,-2.70920651753498e-11,-2.60496798071367e-11,-2.60622164423289e-11,-2.60796997743136e-11,9.10237540708282e-14,8.04010838786605e-14,-1.90395836224523e-13,-1.98915241377341e-13,1.38245824867826e-13,-3.15770105566034e-14,-9.52508932952015e-14,1.45744332089645e-13,-2.91299519627083e-13,4.57863296189652e-14,7.65471481992642e-15,3.11704620701841e-15,3.34456228833243e-14,1.8301942475065e-14,1.33978331308368e-14,1.78235394238049e-14,2.06001190862489e-14,1.26906595480824e-14,1.57119877507816e-14,1.0740592983441e-14,8.02787952750644e-15,5.9108873803878e-15,1.36226875342073e-16,-4.29978577618943e-15,-4.21192666660508e-15,2.1917724520407e-15,4.41302121787237e-15,5.3807015831786e-11,5.36922006121231e-11,5.37603103041083e-11,5.59051323551726e-11,5.38221021098732e-11,5.38490535337452e-11,5.38851677584371e-11,-9.82657313954788e-14,-1.42818487988348e-13,4.16671409810823e-13,3.64940059355715e-13,-2.47048688244201e-13,5.14425844229639e-14,8.38074434963764e-14,-2.57954009802323e-13,5.57973165506475e-13,-1.08010764247506e-13
"policyTRUE:age_grp45-54",2.60920216164488e-11,-5.39403365163754e-11,-2.60459028620762e-11,-2.60083630764742e-11,-2.6035690526184e-11,-2.6049641770895e-11,-2.68861846254367e-11,-2.6070286685294e-11,-2.60843029332448e-11,8.38239670954976e-14,8.36474614537416e-14,-2.14842942362929e-13,-2.23299920952392e-13,1.07396069624099e-13,-8.47442810447246e-14,-1.63305680757936e-13,9.94020775507312e-14,-3.27262771187527e-13,-6.42552025017256e-15,5.0325738589679e-15,6.09720394995391e-15,3.18766540013059e-14,1.73186524163082e-14,1.47420155047288e-14,1.66847943035816e-14,2.18011527153602e-14,1.35096168504083e-14,1.65703862866224e-14,1.37501157771827e-14,9.50371296024654e-15,4.00086390651642e-15,-2.07110538347632e-15,-5.08046546218953e-15,-6.06720334670387e-15,-8.48866855594216e-16,3.28365869916327e-15,5.38215618185861e-11,5.37449912105928e-11,5.37967969620756e-11,5.38221021098875e-11,5.54523181252627e-11,5.38653176312193e-11,5.38946053394463e-11,-9.90048933087352e-14,-1.535582517954e-13,4.54107130022511e-13,4.01637912342129e-13,-1.85809157854995e-13,1.30914696482354e-13,1.97619312359453e-13,-1.5887875674524e-13,6.35468072844648e-13,1.27259125471482e-15
"policyTRUE:age_grp55-64",2.60930836755022e-11,-5.39413868590383e-11,-2.60528117144281e-11,-2.60324691342783e-11,-2.60524319584876e-11,-2.60621968472072e-11,-2.60703082790143e-11,-2.6957738234036e-11,-2.60880204869126e-11,6.94620326923304e-14,7.55744259394958e-14,-2.14969997274034e-13,-2.50243957148541e-13,7.81285333574291e-14,-1.04701328863824e-13,-1.78595128432047e-13,5.11021682726405e-14,-3.62741321916645e-13,-4.49552046616672e-14,4.48757188253856e-15,5.38088320143111e-15,2.88388521971278e-14,1.24746156030345e-14,1.18554737925275e-14,1.34048191825965e-14,1.91894632131608e-14,1.24579465700507e-14,1.15229499234182e-14,1.23258517955468e-14,7.78710895249984e-15,4.82831988577761e-15,-6.34405883807673e-16,-4.35048527036946e-15,-4.93022978330481e-15,2.59716663904119e-15,4.34458170334862e-15,5.38343140282006e-11,5.37930442531621e-11,5.38312453715926e-11,5.3849053533746e-11,5.38653176312059e-11,5.55628071268573e-11,5.3903453198803e-11,-9.03291455145606e-14,-1.36824969632048e-13,4.63748926702841e-13,4.52151142872114e-13,-1.37950212974227e-13,1.9265452600987e-13,2.46370685856393e-13,-8.01416565646209e-14,6.88532004337475e-13,7.64491963792681e-14
"policyTRUE:age_grp65-199",2.60978444292954e-11,-5.39429117007667e-11,-2.60588266027101e-11,-2.60632546054287e-11,-2.60748553756854e-11,-2.60796367431486e-11,-2.60842897741159e-11,-2.60879931125157e-11,-2.67493069530091e-11,3.69699376693935e-14,4.12784761616911e-14,-2.2470527302984e-13,-3.00843283923392e-13,2.34056223174781e-14,-1.29089040307819e-13,-2.31497606690962e-13,8.87537238798431e-15,-3.11056814432836e-13,-6.622747103686e-14,3.98057889017446e-15,3.59513820528877e-15,2.10160373409438e-14,5.82721873678222e-15,6.27989074142676e-15,8.58409903178883e-15,1.59179403958833e-14,9.20151848075402e-15,7.30412116432592e-15,1.21652821079008e-14,3.67017208703411e-15,4.19153916607561e-15,-2.48059802195192e-15,-4.52469788786676e-15,-3.86583038749065e-15,2.21770313527858e-15,2.43441592086061e-15,5.38462598082510e-11,5.38530049248587e-11,5.38759163988917e-11,5.38851677583691e-11,5.3894605339364e-11,5.39034531987342e-11,5.51753615152377e-11,-2.70974504763167e-14,-7.84726932844269e-14,4.75985279249293e-13,5.55290576101377e-13,-3.25035464906702e-14,2.30473132425197e-13,3.45214235582169e-13,1.1308384154423e-14,6.05963465248821e-13,1.15585224226099e-13
