"","past_pts","window","seasonality","age_int","pts_int","pts_target","sex","reg_type","Variable","Estimate","Std_Error","z_stat","p_value","AME","MER","N"
"2.9","all","4 yr.","mnwk","with","with","all","Male","LPM","curr_pts_reg2",0.000763293049608186,2.64756144098669e-06,288.300410253642,0,NA,NA,7461274411
"2.10","all","4 yr.","mnwk","with","with","all","Male","LPM","curr_pts_reg3",0.000850510052220675,2.36162494360342e-06,360.13764781928,0,NA,NA,7461274411
"2.11","all","4 yr.","mnwk","with","with","all","Male","LPM","curr_pts_reg4",0.00131573711371877,7.56287268928289e-06,173.973193490782,0,NA,NA,7461274411
"2.12","all","4 yr.","mnwk","with","with","all","Male","LPM","curr_pts_reg5",0.00140991792302079,5.75398080044794e-06,245.033477155682,0,NA,NA,7461274411
"2.13","all","4 yr.","mnwk","with","with","all","Male","LPM","curr_pts_reg6",0.00160586328569572,6.94808174947405e-06,231.123257266983,0,NA,NA,7461274411
"2.14","all","4 yr.","mnwk","with","with","all","Male","LPM","curr_pts_reg7",0.00189131068574342,1.21887510075805e-05,155.168538972301,0,NA,NA,7461274411
"2.15","all","4 yr.","mnwk","with","with","all","Male","LPM","curr_pts_reg8",0.0020543077797889,1.18097357524595e-05,173.950359504112,0,NA,NA,7461274411
"2.16","all","4 yr.","mnwk","with","with","all","Male","LPM","curr_pts_reg9",0.00193205785200029,1.27780216881271e-05,151.20164131475,0,NA,NA,7461274411
"2.17","all","4 yr.","mnwk","with","with","all","Male","LPM","curr_pts_reg10-150",0.0028747806088065,1.05748444067658e-05,271.850865906568,0,NA,NA,7461274411
"2.18","all","4 yr.","mnwk","with","with","all","Male","LPM","month02",6.57954743930527e-05,1.10071190170661e-06,59.7753819969055,0,NA,NA,7461274411
"2.19","all","4 yr.","mnwk","with","with","all","Male","LPM","month03",7.64540189233188e-05,1.08025859398783e-06,70.7738122601597,0,NA,NA,7461274411
"2.20","all","4 yr.","mnwk","with","with","all","Male","LPM","month04",6.36191641827974e-05,1.07532730393514e-06,59.1626046785796,0,NA,NA,7461274411
"2.21","all","4 yr.","mnwk","with","with","all","Male","LPM","month05",7.5445741838842e-05,1.07562270199117e-06,70.1414554556892,0,NA,NA,7461274411
"2.22","all","4 yr.","mnwk","with","with","all","Male","LPM","month06",6.62869179639058e-05,1.07806711736384e-06,61.4868192306942,0,NA,NA,7461274411
"2.23","all","4 yr.","mnwk","with","with","all","Male","LPM","month07",5.42729831258331e-05,1.06064728213803e-06,51.1696810427224,0,NA,NA,7461274411
"2.24","all","4 yr.","mnwk","with","with","all","Male","LPM","month08",1.5995768302522e-05,1.03144138286432e-06,15.5081699922701,3.05461878516874e-54,NA,NA,7461274411
"2.25","all","4 yr.","mnwk","with","with","all","Male","LPM","month09",0.000108250799883935,1.11067367535117e-06,97.4640907462831,0,NA,NA,7461274411
"2.26","all","4 yr.","mnwk","with","with","all","Male","LPM","month10",9.29690106441225e-05,1.09121382616277e-06,85.1977938833916,0,NA,NA,7461274411
"2.27","all","4 yr.","mnwk","with","with","all","Male","LPM","month11",8.02706650904944e-05,1.09107054794272e-06,73.5705543897683,0,NA,NA,7461274411
"2.28","all","4 yr.","mnwk","with","with","all","Male","LPM","month12",-0.0001387901890114,9.08589825065922e-07,-152.753404432336,0,NA,NA,7461274411
"2.29","all","4 yr.","mnwk","with","with","all","Male","LPM","weekdayMonday",0.000112766421751267,7.81845343368107e-07,144.231110037033,0,NA,NA,7461274411
"2.30","all","4 yr.","mnwk","with","with","all","Male","LPM","weekdayTuesday",0.000149285559461779,8.0324704714672e-07,185.852609097124,0,NA,NA,7461274411
"2.31","all","4 yr.","mnwk","with","with","all","Male","LPM","weekdayWednesday",0.000170708769019342,8.15458819106374e-07,209.340760096769,0,NA,NA,7461274411
"2.32","all","4 yr.","mnwk","with","with","all","Male","LPM","weekdayThursday",0.00015114919947606,8.05833503088205e-07,187.568770591951,0,NA,NA,7461274411
"2.33","all","4 yr.","mnwk","with","with","all","Male","LPM","weekdayFriday",0.000122740391741729,7.89280702307884e-07,155.509176117992,0,NA,NA,7461274411
"2.34","all","4 yr.","mnwk","with","with","all","Male","LPM","weekdaySaturday",2.5791116015036e-05,7.27739826432244e-07,35.4400227640108,4.13265077089802e-275,NA,NA,7461274411
"2.35","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:age_grp20-24",-0.000294499206110087,2.79818581563179e-06,-105.246479510008,0,NA,NA,7461274411
"2.36","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:age_grp25-34",-0.000259924663079026,2.16534818787793e-06,-120.038275845953,0,NA,NA,7461274411
"2.37","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:age_grp35-44",-0.000234441722745197,2.16620956982724e-06,-108.226704382944,0,NA,NA,7461274411
"2.38","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:age_grp45-54",-0.000243613565593096,2.09403171842105e-06,-116.337094347734,0,NA,NA,7461274411
"2.39","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:age_grp55-64",-0.000244232720483754,2.10780110403697e-06,-115.870857082286,0,NA,NA,7461274411
"2.40","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:age_grp65-199",-0.000237456824685213,2.04659803346316e-06,-116.025140649334,0,NA,NA,7461274411
"2.41","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:curr_pts_reg1",-7.65817527516718e-05,7.61505481958193e-06,-10.056625272709,8.58923097593215e-24,NA,NA,7461274411
"2.42","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:curr_pts_reg2",-8.43149317744119e-05,3.46112720914851e-06,-24.3605411414956,4.48277644990361e-131,NA,NA,7461274411
"2.43","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:curr_pts_reg3",-8.82084217768222e-05,3.22980731321704e-06,-27.3107381408962,3.16248302016802e-164,NA,NA,7461274411
"2.44","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:curr_pts_reg4",-0.00013063646743636,9.71510728489255e-06,-13.4467344112098,3.21772007392401e-41,NA,NA,7461274411
"2.45","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:curr_pts_reg5",-0.000146675755340755,7.61198019325759e-06,-19.2690668678664,9.76818434706849e-83,NA,NA,7461274411
"2.46","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:curr_pts_reg6",-0.000178244961555622,9.24106282015182e-06,-19.288361633786,6.72718534415366e-83,NA,NA,7461274411
"2.47","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:curr_pts_reg7",-0.000161777881675612,1.59410574888428e-05,-10.1485037481887,3.36482660855346e-24,NA,NA,7461274411
"2.48","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:curr_pts_reg8",-0.000222980626728455,1.55180316933784e-05,-14.3691307721456,8.08395871476253e-47,NA,NA,7461274411
"2.49","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:curr_pts_reg9",-0.000143034360709994,1.70676866517904e-05,-8.38041871919352,5.27397517528462e-17,NA,NA,7461274411
"2.50","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:curr_pts_reg10-150",-0.000571027641957247,1.31288390869726e-05,-43.4941458398908,0,NA,NA,7461274411
"3","all","4 yr.","mnwk","no","with","all","Female","LPM","(Intercept)",5.50726011284181e-05,1.30117866255537e-06,42.3251646474603,0,NA,NA,5454392801
"3.1","all","4 yr.","mnwk","no","with","all","Female","LPM","policyTRUE",4.31075787239553e-07,3.44031648244118e-07,1.25301201049291,0.210201335813877,NA,NA,5454392801
"3.2","all","4 yr.","mnwk","no","with","all","Female","LPM","age_grp20-24",4.46318022682564e-05,1.44027479613402e-06,30.9883935954839,7.72750011042526e-211,NA,NA,5454392801
