"","past_pts","window","seasonality","age_int","pts_target","sex","reg_type","Variable","Estimate","Std_Error","z_stat","p_value","AME","MER","N"
"4.28","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","month06",0.155227024739137,0.00535106425052264,29.0086265968449,5.12158640329042e-185,NA,NA,5244778633
"4.29","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","month07",0.0955091765868421,0.00538817746445186,17.725692447392,2.65622488828139e-70,NA,NA,5244778633
"4.30","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","month08",0.0111953163334343,0.00548734103759575,2.04020786328592,0.0413296269014258,NA,NA,5244778633
"4.31","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","month09",0.315872847911935,0.0051548189220925,61.2771957048128,0,NA,NA,5244778633
"4.32","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","month10",0.275775924681811,0.00514789229659788,53.5706477122812,0,NA,NA,5244778633
"4.33","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","month11",0.269612669489574,0.00518678993302453,51.9806417786341,0,NA,NA,5244778633
"4.34","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","month12",-0.587840377896786,0.00650440188112689,-90.375777610307,0,NA,NA,5244778633
"4.35","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","weekdayMonday",0.635415344608232,0.00406434607950835,156.338887530241,0,NA,NA,5244778633
"4.36","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","weekdayTuesday",0.777318438903598,0.00397098130505039,195.749710006186,0,NA,NA,5244778633
"4.37","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","weekdayWednesday",0.825108805999908,0.003941863615371,209.319470816407,0,NA,NA,5244778633
"4.38","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","weekdayThursday",0.76455475419108,0.00398198591078123,192.003380052412,0,NA,NA,5244778633
"4.39","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","weekdayFriday",0.60621105232679,0.00408848011332377,148.272960984018,0,NA,NA,5244778633
"4.40","all","Monthly 4 yr.","mnwk","no","all","Female","Logit","weekdaySaturday",0.134321735591071,0.00450042404694229,29.8464620644654,9.75765634789983e-196,NA,NA,5244778633
