"","past_pts","window","seasonality","age_int","pts_target","sex","reg_type","Variable","Estimate","Std_Error","z_stat","p_value","AME","MER","N"
"3.26","all","Monthly 4 yr.","mnwk","no","all","Male","Logit","month04",0.0605107655727471,0.00342881454965455,17.6477218865172,1.05944371562119e-69,NA,NA,6928125511
"3.27","all","Monthly 4 yr.","mnwk","no","all","Male","Logit","month05",0.101416159374836,0.00335932472416566,30.1894480891615,3.25845319768935e-200,NA,NA,6928125511
"3.28","all","Monthly 4 yr.","mnwk","no","all","Male","Logit","month06",0.0977246861996998,0.0033891501566579,28.8345696362028,7.91138975622265e-183,NA,NA,6928125511
"3.29","all","Monthly 4 yr.","mnwk","no","all","Male","Logit","month07",0.0994847144894665,0.00336159762485311,29.5944742922091,1.76009184457304e-192,NA,NA,6928125511
"3.30","all","Monthly 4 yr.","mnwk","no","all","Male","Logit","month08",-0.00733095764245618,0.0034434727897863,-2.12894310191751,0.0332589681534096,NA,NA,6928125511
"3.31","all","Monthly 4 yr.","mnwk","no","all","Male","Logit","month09",0.236382761781918,0.00327476200690657,72.1831880556144,0,NA,NA,6928125511
"3.32","all","Monthly 4 yr.","mnwk","no","all","Male","Logit","month10",0.188915893035105,0.00327780302305733,57.634913295948,0,NA,NA,6928125511
"3.33","all","Monthly 4 yr.","mnwk","no","all","Male","Logit","month11",0.170127758063874,0.00331279894270863,51.3546885899369,0,NA,NA,6928125511
"3.34","all","Monthly 4 yr.","mnwk","no","all","Male","Logit","month12",-0.566879121056971,0.00402991013688942,-140.66793099623,0,NA,NA,6928125511
"3.35","all","Monthly 4 yr.","mnwk","no","all","Male","Logit","weekdayMonday",0.349619617628199,0.00243416296323315,143.630325047679,0,NA,NA,6928125511
"3.36","all","Monthly 4 yr.","mnwk","no","all","Male","Logit","weekdayTuesday",0.440337582345172,0.00239073577927307,184.184963542504,0,NA,NA,6928125511
"3.37","all","Monthly 4 yr.","mnwk","no","all","Male","Logit","weekdayWednesday",0.489920127761976,0.00236820668250495,206.87388958964,0,NA,NA,6928125511
"3.38","all","Monthly 4 yr.","mnwk","no","all","Male","Logit","weekdayThursday",0.445364929122539,0.0023903824933143,186.315340899704,0,NA,NA,6928125511
"3.39","all","Monthly 4 yr.","mnwk","no","all","Male","Logit","weekdayFriday",0.375150245863641,0.00242359165197649,154.791029073606,0,NA,NA,6928125511
