"","past_pts","window","seasonality","age_int","pts_target","sex","reg_type","Variable","Estimate","Std_Error","z_stat","p_value","AME","MER","N"
"7.16","all","Placebo","mnwk","no","all","Female","Logit","month06",0.153932149559486,0.00667898644581048,23.0472319128666,1.56799164520217e-117,NA,NA,2597356380
"7.17","all","Placebo","mnwk","no","all","Female","Logit","month07",0.100743422632048,0.00672365707908448,14.9834266452157,9.42306999044747e-51,NA,NA,2597356380
"7.18","all","Placebo","mnwk","no","all","Female","Logit","month08",0.0256254215789055,0.00678424052409817,3.77719827118185,0.000158602469349671,NA,NA,2597356380
"7.19","all","Placebo","mnwk","no","all","Female","Logit","month09",0.312982738283462,0.00644006217948512,48.5993348450068,0,NA,NA,2597356380
"7.20","all","Placebo","mnwk","no","all","Female","Logit","month10",0.258818128382334,0.00642252818199472,40.2984807615044,0,NA,NA,2597356380
"7.21","all","Placebo","mnwk","no","all","Female","Logit","month11",0.268431440270944,0.00644042859164954,41.6791268548468,0,NA,NA,2597356380
"7.22","all","Placebo","mnwk","no","all","Female","Logit","month12",-0.5445064337752,0.00803618770441802,-67.7568088007513,0,NA,NA,2597356380
"7.23","all","Placebo","mnwk","no","all","Female","Logit","weekdayMonday",0.622150258333504,0.00580761890909555,107.126563927796,0,NA,NA,2597356380
"7.24","all","Placebo","mnwk","no","all","Female","Logit","weekdayTuesday",0.75049595803116,0.00569309444677448,131.825664416364,0,NA,NA,2597356380
"7.25","all","Placebo","mnwk","no","all","Female","Logit","weekdayWednesday",0.803012297743345,0.00564743618886603,142.190592489826,0,NA,NA,2597356380
"7.26","all","Placebo","mnwk","no","all","Female","Logit","weekdayThursday",0.757929749895209,0.00568596541241702,133.298339845691,0,NA,NA,2597356380
"7.27","all","Placebo","mnwk","no","all","Female","Logit","weekdayFriday",0.574812047223344,0.00586628918866253,97.9856309051816,0,NA,NA,2597356380
"7.28","all","Placebo","mnwk","no","all","Female","Logit","weekdaySaturday",0.113316950665071,0.00644666407244311,17.5776105892435,3.65664597820407e-69,NA,NA,2597356380
"8","all","Placebo","mnwk","with","all","Female","Logit","(Intercept)",-10.5137774355799,0.0222425315857497,-472.687984955627,0,NA,NA,2597356380
"8.1","all","Placebo","mnwk","with","all","Female","Logit","policyTRUE",0.930722523664019,0.0246089263235043,37.8205254235361,0,8.95963107083409,59.4511857898221,2597356380
"8.2","all","Placebo","mnwk","with","all","Female","Logit","age_grp20-24",1.38071959619215,0.0221574972089172,62.313878827275,0,24.0402160270217,115.165059506588,2597356380
"8.3","all","Placebo","mnwk","with","all","Female","Logit","age_grp25-34",1.24137770009487,0.0216685424801494,57.289395501894,0,19.6193632407884,95.1742161585068,2597356380
"8.4","all","Placebo","mnwk","with","all","Female","Logit","age_grp35-44",1.18517525641129,0.0216437713248698,54.7582599456439,0,17.7006973302496,87.8650593167696,2597356380
"8.5","all","Placebo","mnwk","with","all","Female","Logit","age_grp45-54",1.0430602328783,0.0216792205549391,48.1133641421746,0,13.5587365484537,71.1117400708515,2597356380
"8.6","all","Placebo","mnwk","with","all","Female","Logit","age_grp55-64",0.828710932967407,0.0220097052082039,37.6520687182359,0,8.92911030144762,49.9374782419207,2597356380
"8.7","all","Placebo","mnwk","with","all","Female","Logit","age_grp65-199",0.491155059847098,0.0228390352614866,21.5050703422369,1.39573818182039e-102,4.08600582722139,24.5500670288563,2597356380
"8.8","all","Placebo","mnwk","with","all","Female","Logit","curr_pts_grp1-3",1.41426154487662,0.00323631371262041,436.997667859433,0,NA,NA,2597356380
"8.9","all","Placebo","mnwk","with","all","Female","Logit","curr_pts_grp4-6",1.93503122428898,0.004979699238206,388.583954918951,0,NA,NA,2597356380
"8.10","all","Placebo","mnwk","with","all","Female","Logit","curr_pts_grp7-9",2.2062933364037,0.00811037837867645,272.033342143989,0,NA,NA,2597356380
"8.11","all","Placebo","mnwk","with","all","Female","Logit","curr_pts_grp10-150",2.52346136076173,0.0113881045153945,221.587478175188,0,NA,NA,2597356380
"8.12","all","Placebo","mnwk","with","all","Female","Logit","month02",0.148964066692682,0.00669387956294974,22.2537715672673,1.03695509742731e-109,NA,NA,2597356380
"8.13","all","Placebo","mnwk","with","all","Female","Logit","month03",0.172090195017743,0.00654185299780522,26.3060321097828,1.63597988627031e-152,NA,NA,2597356380
"8.14","all","Placebo","mnwk","with","all","Female","Logit","month04",0.133537161039795,0.00675083025999879,19.7808500431499,4.35290591448e-87,NA,NA,2597356380
"8.15","all","Placebo","mnwk","with","all","Female","Logit","month05",0.182924166633095,0.00654926579978963,27.9304844581161,1.13801100541297e-171,NA,NA,2597356380
"8.16","all","Placebo","mnwk","with","all","Female","Logit","month06",0.153985619615759,0.00667898470410893,23.0552436392057,1.30313007327468e-117,NA,NA,2597356380
"8.17","all","Placebo","mnwk","with","all","Female","Logit","month07",0.10079142896359,0.00672365170204829,14.990578547203,8.461295665087e-51,NA,NA,2597356380
"8.18","all","Placebo","mnwk","with","all","Female","Logit","month08",0.0256593500856181,0.00678423374809064,3.78220312542146,0.00015544643149346,NA,NA,2597356380
"8.19","all","Placebo","mnwk","with","all","Female","Logit","month09",0.313007446721502,0.0064400553579946,48.6032230038113,0,NA,NA,2597356380
"8.20","all","Placebo","mnwk","with","all","Female","Logit","month10",0.258837498907338,0.00642251919003027,40.3015532143732,0,NA,NA,2597356380
"8.21","all","Placebo","mnwk","with","all","Female","Logit","month11",0.268445682214867,0.00644041910304244,41.6813995983668,0,NA,NA,2597356380
"8.22","all","Placebo","mnwk","with","all","Female","Logit","month12",-0.544498300478618,0.00803617310406988,-67.7559198174638,0,NA,NA,2597356380
"8.23","all","Placebo","mnwk","with","all","Female","Logit","weekdayMonday",0.622150979499827,0.00580760917813678,107.126867600176,0,NA,NA,2597356380
"8.24","all","Placebo","mnwk","with","all","Female","Logit","weekdayTuesday",0.750500468448207,0.0056930850042217,131.826675324832,0,NA,NA,2597356380
"8.25","all","Placebo","mnwk","with","all","Female","Logit","weekdayWednesday",0.803016628789594,0.00564742669570033,142.191598414366,0,NA,NA,2597356380
"8.26","all","Placebo","mnwk","with","all","Female","Logit","weekdayThursday",0.757934549248294,0.00568595583149076,133.299408526988,0,NA,NA,2597356380
"8.27","all","Placebo","mnwk","with","all","Female","Logit","weekdayFriday",0.574815222827345,0.00586627942069398,97.9863353933701,0,NA,NA,2597356380
"8.28","all","Placebo","mnwk","with","all","Female","Logit","weekdaySaturday",0.113317904209631,0.00644665241095827,17.5777902988858,3.64507625983946e-69,NA,NA,2597356380
"8.29","all","Placebo","mnwk","with","all","Female","Logit","policyTRUE:age_grp20-24",-0.908541977641388,0.0259702645733866,-34.9839322997283,3.94934483511787e-268,-19.5955157683945,-93.8583760175636,2597356380
"8.30","all","Placebo","mnwk","with","all","Female","Logit","policyTRUE:age_grp25-34",-0.941239928362165,0.0252162831984376,-37.3266718554495,6.06188935826383e-305,-16.6511467875921,-80.7700629253246,2597356380
"8.31","all","Placebo","mnwk","with","all","Female","Logit","policyTRUE:age_grp35-44",-0.945139710067356,0.0251860209822739,-37.5263607829341,0,-15.3627920273075,-76.2563275331115,2597356380
"8.32","all","Placebo","mnwk","with","all","Female","Logit","policyTRUE:age_grp45-54",-0.963295341669106,0.0252566215267767,-38.140308696784,0,-12.5313564430838,-65.7240952520291,2597356380
"8.33","all","Placebo","mnwk","with","all","Female","Logit","policyTRUE:age_grp55-64",-0.965176047853093,0.0258245508177294,-37.3743595644834,1.01977912865247e-305,-9.47981801215223,-53.0206199618998,2597356380
"8.34","all","Placebo","mnwk","with","all","Female","Logit","policyTRUE:age_grp65-199",-0.965770930330156,0.027217783609472,-35.4830850368749,8.96370514758811e-276,-6.29630094107278,-37.8350394556274,2597356380
