"","(Intercept)","policyTRUE","age_grp20-24","age_grp25-34","age_grp35-44","age_grp45-54","age_grp55-64","age_grp65-199","curr_pts_reg1","curr_pts_reg2","curr_pts_reg3","curr_pts_reg4","curr_pts_reg5","curr_pts_reg6","curr_pts_reg7","curr_pts_reg8","curr_pts_reg9","curr_pts_reg10-150","month02","month03","month04","month05","month06","month07","month08","month09","month10","month11","month12","weekdayMonday","weekdayTuesday","weekdayWednesday","weekdayThursday","weekdayFriday","weekdaySaturday","policyTRUE:age_grp20-24","policyTRUE:age_grp25-34","policyTRUE:age_grp35-44","policyTRUE:age_grp45-54","policyTRUE:age_grp55-64","policyTRUE:age_grp65-199","policyTRUE:curr_pts_reg1","policyTRUE:curr_pts_reg2","policyTRUE:curr_pts_reg3","policyTRUE:curr_pts_reg4","policyTRUE:curr_pts_reg5","policyTRUE:curr_pts_reg6","policyTRUE:curr_pts_reg7","policyTRUE:curr_pts_reg8","policyTRUE:curr_pts_reg9","policyTRUE:curr_pts_reg10-150"
"policyTRUE:age_grp55-64",1.9207018588805e-12,-7.00217756524174e-12,-1.89998697231669e-12,-1.90539559227884e-12,-1.90682117447099e-12,-1.90908400128229e-12,-2.46792837920537e-12,-1.91268632374138e-12,1.96720360387466e-13,1.67638091212388e-13,1.3741699973003e-13,1.15874126076654e-13,1.3793493965784e-13,1.47883493249061e-13,9.43739412854635e-14,1.30169513070781e-13,9.78498461022177e-14,1.5624277118572e-13,-1.19626350324235e-14,-2.51025964566671e-14,-3.08648697299396e-15,-9.68980702839056e-15,-9.50778344315178e-15,-1.17212146585674e-14,-9.1013555922954e-15,-1.3212601595008e-14,-1.43255253267664e-14,-1.18500916597689e-14,1.20459927456537e-14,-1.91728192968197e-15,-4.95735567075406e-15,-9.0829307524349e-15,-6.6171988983143e-15,-9.8316491752418e-15,-3.08830803565958e-15,7.08601782701371e-12,7.06119915533151e-12,7.05154606180618e-12,7.04328952600614e-12,8.0835237622721e-12,7.02599606972611e-12,-3.79528313412958e-13,-3.07325758952844e-13,-2.12890456694979e-13,-1.28922152669455e-13,-2.64761696566743e-13,-2.53069783783826e-13,-9.45927391340543e-14,-2.50485009613359e-13,-9.80205168666129e-14,-9.67753909076544e-14
"policyTRUE:age_grp65-199",1.91696013479175e-12,-6.97534248149255e-12,-1.91820566153173e-12,-1.91645558714996e-12,-1.91387818315253e-12,-1.9135433808703e-12,-1.91268945973387e-12,-2.34947842766878e-12,2.02795670943787e-13,1.69104233055367e-13,1.56361707112499e-13,8.35004919822597e-14,1.13803205529658e-13,1.46082862991344e-13,5.02817708974773e-14,9.58127496276641e-14,1.56782333036545e-13,1.41942744775343e-13,-1.18492895871028e-14,-2.61804166553287e-14,-7.40974722001398e-15,-1.36428252587113e-14,-1.28809133115688e-14,-1.40085192742528e-14,-1.08145839552608e-14,-1.47562865545871e-14,-1.69146081463885e-14,-1.12253877298787e-14,1.01320410306452e-14,-3.22264678748261e-15,-7.86566247547026e-15,-1.12650108899707e-14,-6.79597953083462e-15,-1.03683379437285e-14,-3.64925881291764e-15,7.1079527672664e-12,7.06913129684029e-12,7.053084821696e-12,7.03900767899168e-12,7.02599606972595e-12,7.80668104422034e-12,-3.77854067674723e-13,-3.03215824250487e-13,-2.42277279117198e-13,-6.00840505310916e-14,-2.11494239149504e-13,-2.50383227687301e-13,-2.38720894890795e-14,-1.80878062207619e-13,-1.89503046838675e-13,-6.87081826177439e-14
"policyTRUE:curr_pts_reg1",-9.06125350576329e-14,1.45605463535747e-13,1.21024630351007e-14,1.27636284568944e-13,1.52685124421176e-13,1.85468096587117e-13,1.96697854318112e-13,2.02850822855349e-13,-3.2797391641481e-11,-7.83075037126036e-14,-7.16025691253866e-14,-6.42972223021842e-14,-6.66238212945896e-14,-6.38189587604939e-14,-5.51580218800612e-14,-5.84314630055083e-14,-5.19292900957212e-14,-4.24393340235848e-14,3.80168654978064e-15,1.09028943335767e-14,3.66462663358225e-14,2.72778904276267e-14,1.64244065159664e-14,2.16417455039762e-14,1.17451325135866e-14,1.70930202264373e-14,2.05795097186779e-14,-7.12602666921191e-16,6.4014690519641e-15,-5.76983632991193e-16,1.15183275090772e-14,1.52915508179011e-15,1.0250190901249e-15,3.17568218152226e-15,1.04711249464622e-18,-9.4364847039296e-14,-2.53032886353239e-13,-2.9030300431934e-13,-3.50968480863492e-13,-3.79528313412963e-13,-3.77854067674724e-13,5.79972467001672e-11,1.45669854622313e-13,1.33558504736652e-13,1.24403391656397e-13,1.27549784405694e-13,1.21735661772966e-13,1.10857921557533e-13,1.14792933435797e-13,1.02389056621428e-13,8.7379211178487e-14
"policyTRUE:curr_pts_reg2",-5.32766851290992e-14,7.6051738509758e-14,2.38808182783771e-15,8.52350220763571e-14,1.10842507627045e-13,1.47912215941224e-13,1.67504761185863e-13,1.68992276510977e-13,-7.85270525699794e-14,-7.01465802494163e-12,-7.12529033843653e-14,-6.48834474719765e-14,-6.60834197987117e-14,-6.38442325026693e-14,-5.62397331232964e-14,-5.87818017898588e-14,-5.26708705588338e-14,-4.54473810574697e-14,8.6742247223222e-15,2.04941792965921e-14,3.47879596804904e-14,2.3673412391936e-14,1.93791802556281e-14,1.35301346172736e-14,6.33016394480059e-15,1.14917130577725e-14,1.22982398011405e-14,5.33919194868764e-15,1.46177691856411e-14,-2.28182351942282e-15,-1.87287252684113e-15,-1.58836832431821e-15,-5.17172551803734e-15,8.22639525801209e-16,2.37753069027203e-15,-6.24012958565895e-14,-1.73216579785511e-13,-2.15536261288777e-13,-2.75732601746315e-13,-3.07325758952842e-13,-3.0321582425048e-13,1.45669854622315e-13,1.19898924915654e-11,1.33349263676792e-13,1.25946959740986e-13,1.27710465008362e-13,1.22678107360308e-13,1.13865232621595e-13,1.16818212361382e-13,1.0423404081658e-13,9.38538623923636e-14
"policyTRUE:curr_pts_reg3",-3.52303851520977e-14,4.94187199729885e-15,5.87824327096057e-15,7.58758331155666e-14,9.79726119898705e-14,1.17656554961343e-13,1.3727157989964e-13,1.56206304938514e-13,-7.1715637196434e-14,-7.11719059504138e-14,-5.58304577268597e-12,-6.04358742801552e-14,-6.0190897144349e-14,-5.75520033123911e-14,-5.37075780610821e-14,-5.46005385778047e-14,-4.56772406613789e-14,-4.10270714418875e-14,8.9450993752623e-15,2.12302749785277e-14,3.15249884286034e-14,2.58335593774506e-14,1.8787397988897e-14,1.22470734278734e-14,1.02631856229551e-14,1.17607611744672e-14,1.42805223765428e-14,7.69841736926404e-15,1.66776895878634e-14,-2.00069695067481e-15,3.52552815554255e-17,-2.5035169104935e-15,-6.95143004804486e-15,1.40552023256773e-15,1.99004571394903e-16,-3.38992123991542e-14,-1.2048907506133e-13,-1.5299452638989e-13,-1.82766795016629e-13,-2.12890456694994e-13,-2.42277279117199e-13,1.33558504736652e-13,1.33349263676791e-13,1.04446483679348e-11,1.18918029665012e-13,1.18534997009736e-13,1.12708891571405e-13,1.10461724413823e-13,1.10692837589606e-13,9.51716825970762e-14,9.11070392149937e-14
"policyTRUE:curr_pts_reg4",-3.04108774061757e-14,-6.8806066572567e-14,9.31277734866455e-14,9.35649410454341e-14,9.41482014280912e-14,1.04590729883495e-13,1.15675180573157e-13,8.33352137525007e-14,-6.4697360446265e-14,-6.4812649895334e-14,-6.04387382645352e-14,-5.72070466894855e-11,-6.17188843025675e-14,-5.81195303224541e-14,-6.49488020906882e-14,-6.26048096641665e-14,-4.63746457578852e-14,-5.45261908775078e-14,2.07346188839116e-14,3.45265317279933e-14,4.82434787718145e-14,3.41799884968776e-14,3.82134939258812e-14,2.54066497152442e-14,1.56305426396464e-14,1.76573064756921e-14,1.73836830724801e-14,1.11880173544686e-14,2.35934906405615e-14,-1.00296386855897e-14,-4.34704957589078e-17,-5.42257217460118e-15,-7.29017878697654e-15,-1.87997130831447e-15,1.53418060897509e-15,-1.11808692914506e-13,-8.79485886159953e-14,-9.11738363400824e-14,-1.14582617354822e-13,-1.28922152669498e-13,-6.0084050531142e-14,1.24403391656397e-13,1.25946959740985e-13,1.18918029665013e-13,9.44055469120105e-11,1.24691248751944e-13,1.17780105390144e-13,1.30730025454678e-13,1.27110628013786e-13,1.01650325485526e-13,1.19428174177378e-13
"policyTRUE:curr_pts_reg5",-5.90124469907567e-14,7.85677826127015e-14,4.3634890488579e-14,1.29716393480375e-13,1.27433936326944e-13,1.42773635724695e-13,1.37642669824749e-13,1.13484883240102e-13,-6.69000927479302e-14,-6.60464133810342e-14,-6.0310735775955e-14,-6.18999189948405e-14,-3.31171046462515e-11,-5.74172916518557e-14,-6.09455357247718e-14,-6.11114307712267e-14,-4.17355746729975e-14,-4.84329045126753e-14,1.3126607948888e-14,3.49726272551272e-14,5.2152024381372e-14,4.13668977334311e-14,2.90861461044736e-14,2.1366485385946e-14,5.7284178185552e-15,2.22223440323713e-14,2.22446463297954e-14,1.6003605262451e-14,2.57107814714829e-14,-5.52125918746381e-16,5.0253144461594e-15,9.37722525750172e-16,-5.66148987343939e-15,1.59655268996816e-16,6.27361246705025e-17,-2.0402450224836e-13,-2.71083228974524e-13,-2.53724920979476e-13,-2.70405591829171e-13,-2.64761696566716e-13,-2.11494239149526e-13,1.27549784405693e-13,1.2771046500836e-13,1.18534997009736e-13,1.24691248751945e-13,5.79626420647108e-11,1.19515945229011e-13,1.28436041004994e-13,1.30286628309148e-13,9.70961029622555e-14,1.15904389902113e-13
"policyTRUE:curr_pts_reg6",-7.16872217619164e-14,8.68903963580247e-14,5.20232814129033e-14,1.49517788300775e-13,1.48003514294363e-13,1.50758903494435e-13,1.47646965565142e-13,1.45849821215538e-13,-6.41427489434345e-14,-6.36394502321264e-14,-5.74386335624398e-14,-5.79939695023226e-14,-5.69809144694688e-14,-4.82842652648582e-11,-5.65966802087477e-14,-5.6247989171618e-14,-3.63165881389182e-14,-4.13186994994329e-14,1.15754471005604e-14,3.38031533995338e-14,4.77439245988564e-14,4.28834995635416e-14,3.65578539339391e-14,2.10683889011498e-14,5.10908670053282e-15,2.09489150434854e-14,1.81756565804097e-14,1.23395385951283e-14,2.32450991113453e-14,-4.49470341387155e-15,2.10251011479764e-15,-2.56295318826968e-15,-1.3758281796462e-14,8.23045035731166e-16,4.27064913964089e-15,-2.04661757408168e-13,-2.85626918364315e-13,-2.6745322750163e-13,-2.74268024662751e-13,-2.53069783783816e-13,-2.50383227687282e-13,1.21735661772967e-13,1.22678107360306e-13,1.12708891571406e-13,1.17780105390145e-13,1.1951594522901e-13,8.54172082115115e-11,1.21108294371389e-13,1.21933935432264e-13,8.83323798209647e-14,1.05678501093761e-13
"policyTRUE:curr_pts_reg7",-3.56386555182281e-14,-4.67615959793963e-14,1.81124009885805e-13,1.51788915178337e-13,1.11267733540104e-13,8.49614582791487e-14,9.40243923221126e-14,4.99010055676185e-14,-5.56366509380544e-14,-5.61503718115777e-14,-5.37333595295022e-14,-6.50926718982681e-14,-6.0719589952745e-14,-5.69453156592533e-14,-1.48584782639564e-10,-7.02474854267592e-14,-4.43611625970194e-14,-6.79135324505693e-14,2.63422543542365e-14,5.28378521566302e-14,7.77062439749021e-14,5.09304273090496e-14,2.14619378313779e-14,2.37711620871402e-14,4.1262877757106e-15,2.33580210938929e-14,3.48312567180758e-14,5.52812260562082e-15,4.18600734846698e-14,-4.34670966313935e-15,1.16854199711352e-14,-1.0935044303855e-14,-2.55305443198415e-14,-1.00778753263301e-14,-1.21269085566737e-14,-3.14629573515371e-13,-2.07295111109733e-13,-1.35256435899928e-13,-1.03811316244815e-13,-9.45927391340569e-14,-2.38720894890632e-14,1.10857921557535e-13,1.13865232621594e-13,1.10461724413825e-13,1.30730025454682e-13,1.28436041004994e-13,1.2110829437139e-13,2.54155967691417e-10,1.45987407861891e-13,1.05840729802218e-13,1.51890658993323e-13
"policyTRUE:curr_pts_reg8",-8.22571792926216e-14,1.08665448264256e-13,1.2401923111491e-13,2.20249081171799e-13,1.54331364326634e-13,1.42814602590466e-13,1.2976864701873e-13,9.53889450849415e-14,-5.8783510249228e-14,-5.85680997092987e-14,-5.46240562375732e-14,-6.26080825466884e-14,-6.08201087632862e-14,-5.65857002231622e-14,-7.02063703087067e-14,-1.39486245927387e-10,-4.02110498660997e-14,-5.93727767176864e-14,2.33233249580874e-14,4.93090515465133e-14,8.22990549158094e-14,5.95076525030693e-14,5.08076374981962e-14,4.62183074437896e-14,1.3253242538534e-14,3.19385428426568e-14,3.69632831900562e-14,1.18085907304724e-14,4.96768177480645e-14,-1.34769093053153e-14,-5.90600659697959e-15,-1.97356866703897e-14,-2.06658466926501e-14,-7.79900133087362e-15,-1.60966122197555e-15,-3.94058696190548e-13,-4.03844251908401e-13,-3.01697445609551e-13,-2.66961897110287e-13,-2.50485009613376e-13,-1.80878062207652e-13,1.14792933435795e-13,1.16818212361381e-13,1.10692837589608e-13,1.27110628013786e-13,1.30286628309143e-13,1.21933935432263e-13,1.45987407861892e-13,2.40844848390616e-10,1.01121833284109e-13,1.44239965305089e-13
