"","past_pts","window","seasonality","age_int","pts_int","pts_target","sex","reg_type","Variable","Estimate","Std_Error","z_stat","p_value","AME","MER","N"
"2.5","all","4 yr.","mnwk","with","with","all","Male","LPM","age_grp45-54",0.000204148594179617,1.91511018954122e-06,106.598876291563,0,NA,NA,4351027460
"2.6","all","4 yr.","mnwk","with","with","all","Male","LPM","age_grp55-64",0.000115913669404956,1.92911542330591e-06,60.0864354743043,0,NA,NA,4351027460
"2.7","all","4 yr.","mnwk","with","with","all","Male","LPM","age_grp65-199",-1.16943478600039e-05,1.81830929779313e-06,-6.43144039036553,1.26400365625304e-10,NA,NA,4351027460
"2.8","all","4 yr.","mnwk","with","with","all","Male","LPM","curr_pts_reg1",0.000501355504917718,5.74616984671695e-06,87.2503803910645,0,NA,NA,4351027460
"2.9","all","4 yr.","mnwk","with","with","all","Male","LPM","curr_pts_reg2",0.000542479196794667,2.6893130012061e-06,201.716645311043,0,NA,NA,4351027460
"2.10","all","4 yr.","mnwk","with","with","all","Male","LPM","curr_pts_reg3",0.000625799645388063,2.40678913239285e-06,260.014322387224,0,NA,NA,4351027460
"2.11","all","4 yr.","mnwk","with","with","all","Male","LPM","curr_pts_reg4",0.00108170246097853,7.5782073287006e-06,142.738567851244,0,NA,NA,4351027460
"2.12","all","4 yr.","mnwk","with","with","all","Male","LPM","curr_pts_reg5",0.00117389371010707,5.77452035923978e-06,203.288522176345,0,NA,NA,4351027460
"2.13","all","4 yr.","mnwk","with","with","all","Male","LPM","curr_pts_reg6",0.00136827112005663,6.96493374488514e-06,196.451419378031,0,NA,NA,4351027460
"2.14","all","4 yr.","mnwk","with","with","all","Male","LPM","curr_pts_reg7",0.00164594246855173,1.21997948168264e-05,134.91558614425,0,NA,NA,4351027460
"2.15","all","4 yr.","mnwk","with","with","all","Male","LPM","curr_pts_reg8",0.00180825050254341,1.18210916411044e-05,152.968148580775,0,NA,NA,4351027460
"2.16","all","4 yr.","mnwk","with","with","all","Male","LPM","curr_pts_reg9",0.00168904878970365,1.27867373217961e-05,132.09380526059,0,NA,NA,4351027460
"2.17","all","4 yr.","mnwk","with","with","all","Male","LPM","curr_pts_reg10-150",0.00261647316233549,1.05903024324823e-05,247.063120153237,0,NA,NA,4351027460
"2.18","all","4 yr.","mnwk","with","with","all","Male","LPM","month02",0.000112920381211396,1.88455346923846e-06,59.9189054885385,0,NA,NA,4351027460
"2.19","all","4 yr.","mnwk","with","with","all","Male","LPM","month03",0.000131372881012474,1.84916371457796e-06,71.044483501807,0,NA,NA,4351027460
"2.20","all","4 yr.","mnwk","with","with","all","Male","LPM","month04",0.000107149376791282,1.84495289235453e-06,58.0770258337265,0,NA,NA,4351027460
"2.21","all","4 yr.","mnwk","with","with","all","Male","LPM","month05",0.000127703532400478,1.84507338933336e-06,69.2132535967137,0,NA,NA,4351027460
"2.22","all","4 yr.","mnwk","with","with","all","Male","LPM","month06",0.000112106229846828,1.84889925480136e-06,60.6340391753106,0,NA,NA,4351027460
"2.23","all","4 yr.","mnwk","with","with","all","Male","LPM","month07",9.16064099143459e-05,1.81856947474657e-06,50.372785415367,0,NA,NA,4351027460
"2.24","all","4 yr.","mnwk","with","with","all","Male","LPM","month08",2.61887236914986e-05,1.76809511393677e-06,14.8118296832956,1.22850535160075e-49,NA,NA,4351027460
"2.25","all","4 yr.","mnwk","with","with","all","Male","LPM","month09",0.000184624191239676,1.90358276478315e-06,96.9877405150321,0,NA,NA,4351027460
"2.26","all","4 yr.","mnwk","with","with","all","Male","LPM","month10",0.000158677873721031,1.86981907550879e-06,84.8626884811585,0,NA,NA,4351027460
"2.27","all","4 yr.","mnwk","with","with","all","Male","LPM","month11",0.000137201260998852,1.86918875193654e-06,73.4015015105924,0,NA,NA,4351027460
"2.28","all","4 yr.","mnwk","with","with","all","Male","LPM","month12",-0.000237921808154716,1.55626348276108e-06,-152.880158655783,0,NA,NA,4351027460
"2.29","all","4 yr.","mnwk","with","with","all","Male","LPM","weekdayMonday",0.00019337191608376,1.34070371280977e-06,144.231655537451,0,NA,NA,4351027460
"2.30","all","4 yr.","mnwk","with","with","all","Male","LPM","weekdayTuesday",0.000255979989561011,1.37736715221542e-06,185.847316853231,0,NA,NA,4351027460
"2.31","all","4 yr.","mnwk","with","with","all","Male","LPM","weekdayWednesday",0.000292726445893743,1.39827919368322e-06,209.347637593511,0,NA,NA,4351027460
"2.32","all","4 yr.","mnwk","with","with","all","Male","LPM","weekdayThursday",0.00025921654692756,1.38181622229402e-06,187.591188137321,0,NA,NA,4351027460
"2.33","all","4 yr.","mnwk","with","with","all","Male","LPM","weekdayFriday",0.000210490017330201,1.35344106604868e-06,155.522115155497,0,NA,NA,4351027460
"2.34","all","4 yr.","mnwk","with","with","all","Male","LPM","weekdaySaturday",4.42313290922146e-05,1.24798742448437e-06,35.4421272397752,3.83554958000889e-275,NA,NA,4351027460
"2.35","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:age_grp20-24",-0.000470794548098015,4.49348134023234e-06,-104.772783606056,0,NA,NA,4351027460
"2.36","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:age_grp25-34",-0.000425593731196238,3.38290326726192e-06,-125.80724235154,0,NA,NA,4351027460
"2.37","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:age_grp35-44",-0.000363447743127423,3.44581912507472e-06,-105.474991557934,0,NA,NA,4351027460
"2.38","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:age_grp45-54",-0.000397511249852682,3.26105575204002e-06,-121.896489995306,0,NA,NA,4351027460
"2.39","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:age_grp55-64",-0.000402780093874734,3.25341469955896e-06,-123.802260415598,0,NA,NA,4351027460
"2.40","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:age_grp65-199",-0.000391657182056342,3.11367346829314e-06,-125.786209133561,0,NA,NA,4351027460
"2.41","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:curr_pts_reg1",-5.70360152241867e-05,7.64345948476577e-06,-7.46206810382989,8.51748528732761e-14,NA,NA,4351027460
"2.42","all","4 yr.","mnwk","with","with","all","Male","LPM","policyTRUE:curr_pts_reg2",-6.7038449539901e-05,3.52288935770728e-06,-19.0293939811752,9.73729689990252e-81,NA,NA,4351027460
